cycle,cid,candidate_name,party,state,district,campaign,cycle_candidate,recip_code,nopacs,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
2014,N00036887,Robert Boensch,U,MI,,SEN, ,UN, ,,,0,
2014,N00036878,George Saady,U,MI,,SEN, ,UN, ,,,0,
2014,N00036886,Douglas Troszak,U,MI,,SEN, ,UN, ,,,0,
2014,N00009916,Ole Savior,R,MN,,SEN,Y,RL, ,,,0,
2010,N00031517,David Kenny Larsen,R,NJ,NJ-07,CON,Y,RL, ,1000.0,251372.0,252372,
2014,N00036201,David Latvaaho,R,MN,,SEN,Y,RN, ,,,0,
2014,N00036715,Sandra Henningsgard,D,MN,,SEN,Y,DL, ,,,0,
2014,N00036687,Patrick Munro,R,MN,,SEN,Y,RL, ,,,0,
2014,N00032688,Steve Carlson,3,MN,,SEN,Y,3L, ,,,0,
2014,N00036709,Heather Johnson,L,MN,,SEN,Y,3L, ,,,0,
2014,N00036710,Tom Books,3,MN,,SEN,Y,3L, ,,,0,
2014,N00003338,Shawn O'Hara,3,MS,,SEN,Y,3L, ,,,0,
2014,N00036599,Bill Compton Jr,D,MS,,SEN,Y,DL, ,,,0,
2014,N00031955,Bill Marcy,D,MS,,SEN,Y,DL, ,,,0,
2014,N00036600,Jonathan Rawl,D,MS,,SEN,Y,DL, ,,,0,
2014,N00036601,Tom Carey,R,MS,,SEN,Y,RL, ,,,0,
2014,N00036421,Roger Roots,L,MT,,SEN,Y,3L, ,,,0,
2014,N00027083,John Ross Hendrix,D,NC,,SEN, ,DN, ,,,0,
2010,N00032279,Louise E. Johnson,R,MI,MI-03,CON,Y,RL, ,69.0,,69,
2010,N00032422,Robert Michael Clark,I,MA,MA-05,CON,Y,3L, ,810.0,,810,
2010,N00032680,Vincent T. Brown,D,MI,MI-13,CON,Y,DL, ,70.0,,70,
2014,N00035665,Aaron O'Neal,R,NC,,SEN,Y,RN, ,,,0,
2014,N00035781,Edward Kryn,R,NC,,SEN,Y,RL, ,,,0,
2014,N00036051,Will Stewart,D,NC,,SEN,Y,DL, ,,,0,
2014,N00036422,Ernest T. Reeves,D,NC,,SEN,Y,DL, ,,,0,
2014,N00036423,Alex Lee Bradshaw,R,NC,,SEN,Y,RL, ,,,0,
2014,N00031118,Tim D'Annunzio,L,NC,,SEN,Y,3L, ,,,0,
2014,N00031118,Tim D'Annunzio,L,NC,,SEN, ,3L, ,,,0,
2014,N00036850,Barry Gurney,I,NC,,SEN,Y,3L, ,,,0,
2014,N00036865,John Rhodes,3,NC,,SEN,Y,3L, ,,,0,
2014,N00036851,David Waddell,3,NC,,SEN,Y,3L, ,,,0,
2014,N00034293,David Christopher Holcomb,I,NE,,SEN,Y,3L, ,,,0,
2014,N00035510,Andy Martin,R,NH,,SEN,Y,RL, ,,,0,
2014,N00036688,Robert D'Arcy,R,NH,,SEN,Y,RL, ,,,0,
2014,N00034941,Miro Dziedzic,R,NH,,SEN,Y,RL, ,,,0,
2014,N00036689,Bob Heghmann,R,NH,,SEN,Y,RL, ,,,0,
2014,N00036690,Walter W. Kelly,R,NH,,SEN,Y,RL, ,,,0,
2014,N00036741,Gardner Goldsmith,L,NH,,SEN,Y,3L, ,,,0,
2012,N00031118,Tim D'Annunzio,R,NC,NC-04,CON,Y,RL, ,28.0,12545.0,12573,
2014,N00035497,Antonio Sabas,I,NJ,,SEN,Y,3L, ,,,0,
2014,N00035498,Stuart Meissner,I,NJ,,SEN,Y,3L, ,,,0,
2014,N00035539,Robert Depasquale,I,NJ,,SEN,Y,3L, ,,,0,
2014,N00035096,Pablo Olivera,3,NJ,,SEN, ,3C, ,,,0,
2014,N00035524,Ed Stackhouse,3,NJ,,SEN,Y,3L, ,,,0,
2014,N00036425,Jerry B. Watson,R,NJ,,SEN, ,RN, ,,,0,
2014,N00036602,Joe Baratelli,L,NJ,,SEN,Y,3L, ,,,0,
2014,N00036774,Hank Schroeder,I,NJ,,SEN,Y,3L, ,,,0,
2014,N00035296,Jeroboan Kins,I,NY,,SEN, ,3N, ,,,0,
2012,N00033913,Marc Young,R,TX,TX-34,CON,Y,RN, ,250.0,,250,
2014,N00036426,Eric McCray,R,OK,,SEN,Y,RL, ,,,0,
2014,N00036459,Erick Wyatt,R,OK,,SEN,Y,RL, ,,,0,
2012,N00026322,Tony Strickland,R,CA,CA-26,CON,Y,RL, ,1140604.0,1475875.0,2616479,
2014,N00036603,D. Jean McBride-Samuels,R,OK,,SEN,Y,RL, ,,,0,
2014,N00036604,Rob Moye,R,OK,,SEN,Y,RL, ,,,0,
2014,N00036605,Aaron Delozier,I,OK,,SEN,Y,3L, ,,,0,
2014,N00036606,Ray Woods,I,OK,,SEN,Y,3L, ,,,0,
2014,N00036607,Patrick Hayes,D,OK,,SEN,Y,DL, ,,,0,
2014,N00036608,Andy Craig,R,OK,,SEN,Y,RL, ,,,0,
2014,N00036609,Mark T. Beard,I,OK,,SEN,Y,3L, ,,,0,
2014,N00026182,Pavel Goberman,D,OR,,SEN,Y,DL, ,,,0,
2014,N00000931,William Bryk,D,OR,,SEN,Y,DC, ,,,0,
2014,N00036610,Mike Montchalin,L,OR,,SEN,Y,3L, ,,,0,
2014,N00036362,Marvin Sannes,I,OR,,SEN,Y,3L, ,,,0,
2014,N00035261,Marc Alexander Paul Keller,R,OR,,SEN, ,RC, ,,,0,
2014,N00036852,Jim Leuenberger,3,OR,,SEN,Y,3L, ,,,0,
2014,N00033004,Christina Lugo,3,OR,,SEN,Y,3L, ,,,0,
2014,N00026762,Joseph John Vodvarka,D,PA,,SEN, ,DN, ,,,0,
2014,N00034703,Brandon Armstrong,I,SC,,SEN,Y,3L, ,,,0,
2014,N00036207,Dave Feliciano,R,SC,,SEN,Y,RN, ,,,0,
2014,N00036478,Sidney Moore,D,SC,,SEN,Y,DL, ,,,0,
2014,N00036466,Randall Young,R,SC,,SEN,Y,RL, ,,,0,
2014,N00036691,Clayton G. Walker,I,SD,,SEN,Y,3L, ,,,0,
2014,N00031816,Floyd Conover,R,TN,,SEN,Y,RN, ,,,0,
2014,N00036461,John D. King,R,TN,,SEN,Y,RL, ,,,0,
2014,N00033138,Erin Kent Magee,R,TN,,SEN,Y,RL, ,,,0,
2014,N00036434,"Tom Emerson, Jr",3,TN,,SEN,Y,3L, ,,,0,
2014,N00036435,Joshua James,L,TN,,SEN,Y,3L, ,,,0,
2014,N00036436,Harrison Kelly,I,TN,,SEN,Y,3N, ,,,0,
2014,N00036437,Bartholomew J. Phillips,I,TN,,SEN,Y,3L, ,,,0,
2014,N00036438,Choudury Salekin,I,TN,,SEN,Y,3L, ,,,0,
2014,N00036439,Eric Schechter,I,TN,,SEN,Y,3L, ,,,0,
2014,N00036463,Rick Tyler,I,TN,,SEN,Y,3L, ,,,0,
2014,N00036440,Joe B. Wilmoth,I,TN,,SEN,Y,3L, ,,,0,
2012,N00033028,Jim Riley,D,TX,TX-11,CON,Y,DL, ,500.0,,500,
2014,N00035206,Josh Loveless,R,TX,TX-03,CON, ,3C, ,,,0,
2014,N00035281,Eric Wyatt,R,TX,,SEN,Y,RN, ,,,0,
2012,N00026425,Connie Mack,R,FL,,SEN, ,RL, ,7183658.0,5453403.0,12637061,
2014,N00035789,Reid Reasor,R,TX,,SEN,Y,RL, ,,,0,
2014,N00036061,Emily Sanchez,3,TX,,SEN,Y,3L, ,,,0,
2014,N00036062,Tanuja Parachuri,L,TX,,SEN,Y,3L, ,,,0,
2014,N00036063,Rebecca Paddock,L,TX,,SEN,Y,3L, ,,,0,
2014,N00036441,Mohammed Abbajebel Tahiro,3,TX,,SEN,Y,3L, ,,,0,
2012,N00029698,Joel L. Gill,D,MS,MS-03,CON, ,DN, ,1000.0,,1000,
2014,N00027301,Bradley Allen Klippert,R,WA,,SEN, ,RN, ,,,0,
2014,N00036692,Ted Cummings,I,WA,,SEN, ,3N, ,,,0,
2014,N00036885,Robert Gifford,3,WI,,SEN, ,3N, ,,,0,
2012,N00030612,Marco Rubio,R,FL,,SEN, ,RI, ,339509.0,1747346.0,2086855,
2014,N00036090,Thomas Coyne,L,WV,,SEN,Y,3L, ,,,0,
2014,N00036067,Dennis Melton,D,WV,,SEN,Y,DL, ,,,0,
2014,N00036069,Larry Butcher,R,WV,,SEN,Y,RL, ,,,0,
2014,N00036783,Paul Hudok,3,WV,,SEN,Y,3L, ,,,0,
2014,N00036881,Dino Battista,I,WV,,SEN,Y,3L, ,,,0,
2014,N00036894,Roger Smith,I,WV,,SEN,Y,3L, ,,,0,
2014,N00036879,Alex Wolf Weinstein,I,WV,,SEN,Y,3L, ,,,0,
2014,N00006230,Al Hamburg,D,WY,,SEN,Y,DL, ,,,0,
2014,N00036210,Curt Gottshall,I,WY,,SEN,Y,3L, ,,,0,
2014,N00036693,Rex Wilde,D,WY,,SEN,Y,DL, ,,,0,
2014,N00036694,Arthur Bruce Clifton,R,WY,,SEN,Y,RL, ,,,0,
2014,N00036702,James 'Coaltrain' Gregory,R,WY,,SEN,Y,RL, ,,,0,
2014,N00036853,Joe Porambo,L,WY,,SEN,Y,3L, ,,,0,
2014,N00027532,Leonard Clark,I,AZ,,SEN, ,3N, ,,,0,
2014,N00033559,John Lewis Mealer,I,AZ,,SEN, ,3N, ,,,0,
2014,N00006887,Timothy Charles Kalemkarian,R,CA,CA-24,CON, ,RN, ,,,0,
2014,N00028055,Richard Mountjoy,R,CA,,SEN, ,RN, ,,,0,
2014,N00002942,Charlie Crist,3,FL,,SEN, ,3N, ,,,0,
2014,N00002732,Belinda Noah,R,FL,,SEN, ,RN, ,,,0,
2014,N00035791,Lateresa Jones,R,FL,,SEN, ,RN, ,,,0,
2014,N00036907,Pam Keith,D,FL,,SEN, ,DN, ,,,0,
2014,N00028672,Gerald L Coffee,R,HI,,SEN, ,RN, ,,,0,
2014,N00028771,Eddie Pirkowski,R,HI,,SEN,Y,RL, ,,,0,
2014,N00006286,John Victor Evans,D,ID,,SEN, ,DN, ,,,0,
2014,N00035203,Cecil Weldon Pearson Jr,D,KY,,SEN, ,DN, ,,,0,
2014,N00035367,Daniel Michael Schroeder,R,MD,,SEN, ,RN, ,,,0,
2014,N00004441,Monti Moreno,R,MN,,SEN,Y,RN, ,,,0,
2014,N00027673,Harold Shudlick,R,MN,,SEN,Y,RN, ,,,0,
2014,N00028684,Stephen Williams,3,MN,,SEN,Y,3L, ,,,0,
2014,N00005178,"Christopher ""Kit"" Bond",R,MO,,SEN, ,RN, ,,,0,
2014,N00033865,Richard W. Stanley,D,NH,,SEN, ,DN, ,,,0,
2012,N00030709,Mark Desaulnier,D,CA,CA-10,CON, ,DN, ,1500.0,250.0,1750,
2014,N00027674,Jeanine Pirro,R,NY,,SEN, ,RN, ,,,0,
2014,N00027992,William Gardner Pierce,I,OH,,SEN, ,3N, ,,,0,
2014,N00036760,Melissa Strzala,R,OH,,SEN, ,RN, ,,,0,
2014,N00001769,Bob Packwood,R,OR,,SEN, ,RN, ,,,0,
2014,N00027534,Pete Ashdown,D,UT,,SEN, ,DN, ,,,0,
2014,N00027999,Charles Glen Railey,R,WV,,SEN, ,RN, ,,,0,
2012,N00033796,Robert Leo Ma Silva II,R,CA,CA-09,CON,Y,RN, ,222.0,,222,
2012,N00035117,Junart Sodoy,L,TX,TX-16,CON,Y,3O, ,235.0,,235,
2014,N00008079,Gary Swing,3,CO,,SEN, ,3N, ,,,0,
2014,N00028938,Vincent E. Martinez,R,CO,,SEN, ,RN, ,,,0,
2014,N00007655,Harry Friel,R,HI,,SEN,Y,RL, ,,,0,
2014,N00030121,Brian Hefner,R,ID,,SEN, ,RN, ,,,0,
2014,N00029614,David Lee Wylie,D,KY,,SEN, ,DN, ,,,0,
2014,N00027874,Andrew J Horne,D,KY,,SEN, ,DN, ,,,0,
2014,N00029813,Daniel Essek,R,KY,,SEN, ,RN, ,,,0,
2014,N00005362,Raymond Brown,D,LA,,SEN,Y,DL, ,,,0,
2014,N00030169,Robert Joseph Underwood,L,MA,,SEN, ,3N, ,,,0,
2014,N00014086,Dean Ahmad,L,MD,,SEN, ,3N, ,,,0,
2014,N00029808,Tom Ledue,D,ME,,SEN, ,DN, ,,,0,
2014,N00008519,Scotty Boman,L,MI,,SEN, ,3N, ,,,0,
2014,N00013309,Anthony America,3,MI,,SEN, ,3N, ,,,0,
2014,N00004638,Conrad Burns,R,MT,,SEN, ,RN, ,,,0,
2014,N00029618,Duskin C Lassiter,D,NC,,SEN, ,DN, ,,,0,
2014,N00030133,Larry Marvin,D,NE,,SEN,Y,DL, ,,,0,
2014,N00029301,Shawn Paul Girard,I,NH,,SEN, ,3N, ,,,0,
2014,N00029605,Jeff Boss,I,NJ,,SEN,Y,3L, ,,,0,
2014,N00029201,Jim Hannan,D,NM,,SEN, ,DN, ,,,0,
2014,N00029619,R Leland Lehrman,D,NM,,SEN, ,DN, ,,,0,
2014,N00028976,Stephen Paul Wallace,I,OK,,SEN, ,3N, ,,,0,
2014,N00001577,Larry G. Murphy,R,PA,,SEN, ,RN, ,,,0,
2014,N00029304,Samuel Robinson Kephart,R,SD,,SEN, ,RN, ,,,0,
2014,N00030144,Daniel T Lewis,L,TN,,SEN, ,3N, ,,,0,
2014,N00029814,Jon Roland,L,TX,,SEN,Y,3L, ,,,0,
2014,N00000036,Russ Feingold,D,WI,,SEN, ,DN, ,2000.0,,2000,
2014,N00025335,Ishah L Wright,3,VA,,SEN, ,3N, ,,,0,
2014,N00026686,Al Green,D,TX,TX-09,CON,Y,DW, ,174500.0,309208.0,483708,
2014,N00036002,Max Koch III,L,TX,TX-30,CON,Y,3L, ,212.0,,212,
2014,N00029204,Richard Grayson,D,WY,WY-01,CON,Y,DL, ,2000.0,500.0,2500,
2014,N00030612,Marco Rubio,R,FL,,SEN, ,RI, ,521789.0,2263253.0,2785042,
2014,N00033054,Steven Daines,R,MT,,SEN,Y,RW, ,2054667.0,3248356.0,5303023,
2014,N00035268,Steve M. Sweeney,D,NJ,,SEN,Y,DN, ,2500.0,,2500,
2000,N00005562,James S Bryant,D,OK,,SEN, ,DN, ,500.0,,500,
2000,N00006791,Ed Perez,R,CA,CA-34,CON, ,RN, ,0.0,,0,
2000,N00004029,John Conyers Jr,D,MI,MI-14,CON,Y,DW, ,375989.0,186483.0,562472,
2000,N00005022,John Moore,R,MO,MO-03,CON, ,RN, ,4500.0,,4500,
2000,N00004401,Kerry Thomas,R,WI,WI-08,CON, ,RN, ,1500.0,,1500,
2000,N00001762,Daniel K Inouye,D,HI,,SEN, ,DI, ,-9250.0,,-9250,
2000,N00002014,Charles Ronald Franks,R,MD,,SEN, ,RN, ,1000.0,,1000,
2000,N00007918,Norm Dicks,D,WA,WA-06,CON,Y,DW, ,371749.0,269515.0,641264,
2000,N00003601,Dale Virgil Blanchard,D,OH,OH-19,CON,Y,DL, ,500.0,,500,
2000,N00006758,Wayne Miller,R,CA,CA-33,CON,Y,RL, ,278.0,,278,
2002,N00005329,Ben Nelson,D,NE,,SEN, ,DI, ,356933.0,95899.0,452832,
2002,N00009944,Joseph Arthur Dewitt,R,NJ,,SEN, ,RN, ,5000.0,,5000,
2002,N00005218,Jim Ryun,R,KS,KS-02,CON,Y,RW, ,231388.0,118801.0,350189,
2002,N00003444,Ken Lucas,D,KY,KY-04,CON,Y,DW, ,711573.0,575031.0,1286604,
2002,N00012790,Israel Cantu,R,TX,TX-15,CON, ,RN, ,1500.0,,1500,
2002,N00024880,Diane Prescott,D,AZ,AZ-01,CON,Y,DL, ,750.0,55488.0,56238,
2002,N00009668,Mike Rogers,R,MI,MI-08,CON,Y,RW, ,647102.0,767017.0,1414119,
2002,N00024959,Sonia E Alonso Harden,L,CA,CA-10,CON,Y,3L, ,12.0,,12,
2002,N00024981,Elliott H Sumers,R,NJ,NJ-05,CON,Y,RN, ,2500.0,,2500,
2002,N00025729,Terry Johnson,R,OK,OK-04,CON,Y,RL, ,999.0,,999,
2002,N00025943,Brad McDonald,L,MS,MS-03,CON,Y,3L, ,2.0,,2,
2002,N00025956,Donna C Davis,L,OK,OK-05,CON,Y,3L, ,2.0,,2,
2004,N00025733,Frank Carter,I,RI,RI-01,CON,Y,3N, ,5000.0,,5000,
2004,N00027241,Daniel Zimmerman,D,LA,LA-01,CON,Y,DL, ,500.0,,500,
2004,N00026863,Bert Smith,D,OK,OK-05,CON,Y,DL, ,2500.0,1850.0,4350,
2004,N00010084,Tim Johnson,D,SD,,SEN, ,DI, ,185294.0,46737.0,235895,3864.0
2004,N00005303,Bob Kerrey,D,NE,,SEN, ,DN, ,1000.0,-85070.0,-84070,
2004,N00003924,Steve Buyer,R,IN,IN-04,CON,Y,RW, ,476202.0,136142.0,612344,
2004,N00009799,Tom Sawyer,D,OH,OH-17,CON, ,DN, ,-500.0,,-500,
2004,N00003025,Robert T (Bob) Wilson,D,AL,AL-04,CON, ,DN, ,1000.0,,1000,
2004,N00007364,Dianne Feinstein,D,CA,,SEN, ,DI, ,426623.0,1566782.0,1993405,
2004,N00012672,Steve Pearce,R,NM,NM-02,CON, ,RI, ,808704.0,859216.0,1667920,
2006,N00002599,John Linder,R,GA,GA-07,CON,Y,RW, ,341060.0,290983.0,632043,
2006,N00007653,Daniel K Akaka,D,HI,,SEN,Y,DW, ,1369866.0,1373179.0,2743045,
2006,N00000480,Olympia J Snowe,R,ME,,SEN,Y,RW, ,1358789.0,1733159.0,3091948,
2006,N00027776,Palmer J Peterson,D,OH,OH-14,CON,Y,DL, ,300.0,,300,
2006,N00024830,Mike Earl Briggs,R,CA,CA-21,CON, ,RN, ,-2500.0,,-2500,
2006,N00025051,Syed R Mahmood,R,CA,CA-13,CON, ,RN, ,500.0,,500,
2006,N00026475,Daniel Mongiardo,D,KY,,SEN, ,DN, ,-52053.0,250.0,-51803,
2006,N00009975,Lindsey Graham,R,SC,,SEN, ,RI, ,316078.0,2273657.0,2589735,
2008,N00026720,William Ross Vaden,R,TX,TX-27,CON,Y,RL, ,1927.0,,1927,
2008,N00029204,Richard Grayson,R,AZ,AZ-04,CON,Y,RN, ,9000.0,,9000,
2008,N00024867,Sydney Hay,R,AZ,AZ-01,CON,Y,RL, ,228799.0,402858.0,631657,
2008,N00029189,Alan Augustson,3,IL,IL-05,CON, ,3L, ,70.0,,70,
2008,N00027798,Russell Warner,D,CA,CA-26,CON,Y,DL, ,50293.0,1246902.0,1297195,
2008,N00001806,James L Oberstar,D,MN,MN-08,CON,Y,DW, ,1144745.0,801122.0,1945867,
2008,N00027785,Laura Davis-Aaron,D,TN,TN-09,CON, ,DN, ,4500.0,,4500,
2008,N00009824,David Wu,D,OR,OR-01,CON,Y,DW, ,391129.0,487537.0,878666,
2008,N00009975,Lindsey Graham,R,SC,,SEN,Y,RW, ,1388275.0,2686336.0,4074611,
2008,N00027079,Arthur Morrell,D,LA,,SEN, ,DN, ,-500.0,,-500,
2008,N00028986,Paul Broun Jr,R,GA,GA-10,CON,Y,RW, ,328867.0,859069.0,1187936,
2008,N00029965,David Lee Joy,R,CA,CA-51,CON,Y,RL, ,293.0,,293,
2008,N00013103,Glen R Menze,R,MN,MN-07,CON,Y,RL, ,6489.0,8596.0,15085,
2010,N00031777,Tom Marino,R,PA,PA-10,CON,Y,RW, ,268263.0,474467.0,742730,
2010,N00029016,Al Franken,D,MN,,SEN, ,DI, ,129105.0,1443730.0,1572835,
2010,N00007364,Dianne Feinstein,D,CA,,SEN, ,DI, ,492702.0,1357145.0,1849847,
2010,N00029679,John Fleming,R,LA,LA-04,CON,Y,RW, ,381982.0,980514.0,1362496,
2010,N00031133,Manan Trivedi,D,PA,PA-06,CON,Y,DL, ,194488.0,1386699.0,1581187,
2010,N00026221,David Gill,D,IL,IL-15,CON,Y,DL, ,6507.0,39670.0,46177,
2010,N00031213,Rudolph Moise,D,FL,FL-17,CON,Y,DL, ,25020.0,525829.0,578167,27318.0
2010,N00032586,Mark Andrew Grannis,L,MD,MD-08,CON,Y,3L, ,10.0,14805.0,14815,
2012,N00009668,Mike Rogers,R,MI,MI-08,CON,Y,RW, ,1216588.0,299158.0,1515746,
2012,N00031246,George Demos,R,NY,NY-01,CON,Y,RL, ,250.0,229405.0,229655,
2012,N00025314,Jan Schneider,3,FL,FL-13,CON, ,3N, ,6500.0,,6500,
2012,N00024753,Mike Coffman,R,CO,CO-06,CON,Y,RW, ,1304540.0,1538792.0,2843332,
2012,N00009775,Michael N. Castle,R,DE,,SEN, ,RN, ,-2000.0,4660.0,2660,
2012,N00005178,"Christopher ""Kit"" Bond",R,MO,,SEN, ,RN, ,-1000.0,,-1000,
2012,N00033541,Pete Gallego,D,TX,TX-23,CON,Y,DW, ,802222.0,1248664.0,2050886,
2014,N00032423,Dan Davis,R,MI,MI-07,CON, ,RN, ,5000.0,,5000,
2014,N00033279,Sal Pace,D,CO,CO-03,CON, ,DN, ,11501.0,,11501,
2014,N00001725,Jay Inslee,D,WA,WA-01,CON, ,DN, ,-7800.0,,-7800,
2014,N00036358,Mark Zetzer,R,OH,OH-11,CON,Y,RL, ,1.0,,1,
2014,N00035758,Michael Minter,D,TX,TX-13,CON,Y,DL, ,2600.0,,2600,
2014,N00036700,David King,R,WI,WI-04,CON,Y,RL, ,500.0,,500,
2014,N00031283,Joseph L. Kennedy,I,MA,,SEN, ,3N, ,-2500.0,,-2500,
2014,N00025630,Karl King,I,OR,,SEN,Y,3L, ,773.0,,773,
2000,N00005178,"Christopher ""Kit"" Bond",R,MO,,SEN, ,RI, ,20209.0,25850.0,46059,
2000,N00003315,Judy K Jefferson,R,MS,MS-02,CON, ,RN, ,2000.0,,2000,
2000,N00003454,Sidney Jane Bailey-Bamer,D,KY,KY-05,CON,Y,DL, ,422.0,,422,
2000,N00013319,James Edward Rinehart,3,MO,MO-04,CON,Y,3L, ,46.0,,46,
2000,N00013329,Ron Lapham,3,MO,MO-07,CON,Y,3L, ,22.0,,22,
2000,N00013409,Viji Sargis,3,NJ,NJ-08,CON,Y,3L, ,250.0,,250,
2000,N00013438,Hugh Foley,3,MO,,SEN,Y,3L, ,46.0,,46,
2000,N00000256,Joe Moakley,D,MA,MA-09,CON,Y,DW, ,486155.0,741475.0,2141706,914076.0
2000,N00005977,Nelson William Wolff,D,TX,TX-21,CON, ,DN, ,350.0,,350,
2000,N00001489,Pat Toomey,R,PA,PA-15,CON,Y,RW, ,525350.0,467249.0,992599,
2000,N00009375,Benjamin Franklin Marshall IV,R,LA,LA-05,CON, ,RN, ,500.0,,500,
2000,N00005816,Ben T Reyes,D,TX,TX-29,CON, ,DN, ,12876.0,,12876,
2000,N00007356,Robert H Evans Jr,R,CA,CA-12,CON,Y,RL, ,1000.0,,1000,
2000,N00012964,James R Adams,R,NC,NC-07,CON,Y,RL, ,449.0,,449,
2000,N00013122,Aaron J Hill,R,OR,OR-05,CON,Y,RL, ,729.0,,729,
2000,N00012812,Duane Sand,R,ND,,SEN,Y,RL, ,68708.0,176993.0,245701,
2000,N00005398,Cleo Fields,D,LA,LA-04,CON, ,DN, ,-1000.0,,-1000,
2000,N00000067,Kenneth Kondner,R,MD,MD-07,CON,Y,RL, ,315.0,,315,
2000,N00009575,Gene Paul Scharer,D,AZ,AZ-03,CON,Y,DL, ,1200.0,4229.0,5429,
2002,N00000245,John Kerry,D,MA,,SEN,Y,DW,Y,2669345.0,6022491.0,8691836,
2002,N00003583,George V Voinovich,R,OH,,SEN, ,RI, ,320602.0,1343330.0,1663932,
2002,N00002061,John W Warner,R,VA,,SEN,Y,RW, ,979525.0,1184543.0,2164068,
2002,N00013843,Miguel A Olivas,R,AZ,AZ-07,CON,Y,RO, ,750.0,,750,
2002,N00003572,Dennis J Kucinich,D,OH,OH-10,CON,Y,DW, ,248617.0,199450.0,448067,
2002,N00009160,Tom Barrett,D,WI,WI-05,CON, ,DI, ,45410.0,5450.0,50860,0.0
2002,N00007584,Wally Herger,R,CA,CA-02,CON,Y,RW, ,374351.0,224199.0,598550,
2002,N00012632,Daniel John Krueger,3,KS,KS-02,CON, ,3N, ,7700.0,,7700,
2002,N00024894,James D Oberweis,R,IL,,SEN,Y,RL, ,22000.0,225152.0,247152,
2002,N00012828,Tony D Goss,R,CA,CA-30,CON,Y,RL, ,703.0,,703,
2002,N00025707,Timothy A Davis,3,MN,MN-05,CON,Y,3L, ,2.0,,2,
2002,N00009657,Monica Monica,R,LA,LA-01,CON,Y,RL, ,2500.0,,2500,
2002,N00025827,Bernard P Haggerty,3,WA,WA-02,CON,Y,3L, ,2.0,,2,
2002,N00025844,Ray Tricomo,3,MN,,SEN,Y,3L, ,2.0,850.0,852,
2002,N00025259,Clinton B Lesueur,R,MS,MS-02,CON,Y,RL, ,28303.0,43925.0,72228,
2002,N00025342,Louis Jay Barlow,D,OK,OK-05,CON,Y,DL, ,31717.0,94775.0,126492,
2002,N00025396,Ed Oliveros,R,OH,OH-13,CON,Y,RL, ,500.0,,500,
2004,N00012840,Vernon Van,R,CA,CA-37,CON,Y,RL, ,2039.0,,2039,
2004,N00026283,Joanna Conti,D,CO,CO-06,CON,Y,DL, ,69760.0,580720.0,650480,
2004,N00001941,Kenneth T Bosley,D,MD,MD-06,CON,Y,DL, ,3436.0,,3436,
2004,N00026520,Stuart Allen Bechman,3,CA,CA-24,CON,Y,3L, ,357.0,,357,
2004,N00026538,Lewis Myers,D,CA,CA-42,CON,Y,DL, ,837.0,,837,
2004,N00026600,Kostas Alexakis,D,MD,MD-01,CON,Y,DL, ,10244.0,97995.0,108239,
2004,N00006424,John McCain,R,AZ,,SEN,Y,RW, ,653089.0,1739100.0,2392189,
2004,N00004583,Tom Daschle,D,SD,,SEN,Y,DL, ,3970843.0,11256579.0,15227422,
2004,N00009086,Gary A Franks,R,CT,,SEN, ,RN, ,1000.0,1000.0,2000,
2004,N00000766,Mike Ferguson,R,NJ,NJ-07,CON,Y,RW, ,1227227.0,1279692.0,2506919,
2004,N00009824,David Wu,D,OR,OR-01,CON,Y,DW, ,620504.0,1276742.0,1897246,
2004,N00013830,J Keith Butler,D,OK,OK-03,CON, ,DN, ,-1000.0,,-1000,
2004,N00007665,Neil Abercrombie,D,HI,HI-01,CON,Y,DW, ,538803.0,509150.0,1047953,
2004,N00025018,Jack A Blossman Jr,R,LA,,SEN, ,RN, ,375.0,,375,
2004,N00008799,Kay Granger,R,TX,TX-12,CON,Y,RW, ,389869.0,541948.0,1008275,76458.0
2006,N00006213,Scott McInnis,R,CO,CO-03,CON, ,RN, ,-2000.0,,-2000,
2006,N00003725,Dave Hobson,R,OH,OH-07,CON,Y,RW, ,831043.0,1063152.0,1894195,
2006,N00007918,Norm Dicks,D,WA,WA-06,CON,Y,DW, ,423359.0,511148.0,934507,
2006,N00027488,Shalend Shane Singh,R,CA,CA-05,CON,Y,RL, ,4892.0,,4892,
2006,N00026233,Steve Porter,D,PA,PA-03,CON,Y,DL, ,12511.0,31530.0,44041,
2008,N00026525,Charles Coleman Jr,D,CA,CA-28,CON, ,DN, ,2000.0,,2000,
2008,N00029545,Judith W Baker,D,MO,MO-09,CON,Y,DL, ,1424865.0,1191716.0,2616581,
2008,N00030551,Timothy J Cochrane,3,NY,NY-13,CON,Y,3L, ,6614.0,,6614,
2008,N00027829,Gabrielle Giffords,D,AZ,AZ-08,CON,Y,DW, ,1358518.0,1766286.0,3124804,
2008,N00028925,Todd Long,R,FL,FL-08,CON,Y,RL, ,5000.0,276800.0,281800,
2008,N00027740,Deborah Travis Honeycutt,R,GA,GA-13,CON,Y,RL, ,20291.0,1886669.0,1906960,
2008,N00001261,James T Walsh,R,NY,NY-25,CON,Y,RI, ,326629.0,293132.0,619761,
2008,N00027990,Erik Fleming,D,MS,,SEN,Y,DL, ,13886.0,250.0,14136,
2008,N00003329,Trent Lott,R,MS,,SEN, ,RI, ,200300.0,,200300,
