id,candidate_name
N00007888,Roderick M Dexter
N00010830,Alan V Pugh
N00011132,Bill Tanner
N00007922,Richard Merlin Hill
N00005915,Julian Hale Gordon
N00003900,Richard E Mourdock
N00007314,Leon E Panetta
N00001035,Bella S Abzug
N00004925,William E Stewart
N00000434,James M Demers
N00006625,James Bilbray
N00000374,Endicott Peabody
N00003967,Raymond Tanter
N00007831,David Edward Giles
N00004698,Phil Crane
N00002005,Luis A Luna
N00002099,Donald L MacLeay Jr
N00003554,Susan Marie Lawko
N00005494,Bill Harrison
N00005611,Jim Boren
N00001787,Bill Frenzel
N00006332,Brian H Moss
N00007713,Griffith Lloyd Thomas
N00006131,Malcolm Buie Seawell
N00012568,Edwin Irizarry
N00006418,Deborah S (debbie) Collings
N00005675,Kay Bailey Hutchison
N00005530,Dave McCurdy
N00010495,Glennie Mills
N00002528,Jimmy W Fisher
N00003629,Jack Resnick
N00006390,Claire Sargent
N00009920,Richard C Shelby
N00006329,James L Bartleson
N00004881,Mel Reynolds
N00010606,Richard E Maynard
N00006950,Barry Norton
N00005307,Cecile Zorinsky
N00002492,John M Spratt Jr
N00000586,John Milton Ragsdale
N00000677,Clare I Lagermasini
N00012246,Joseph A Simiriglio Jr
N00005466,Dale Bumpers
N00000987,Ruben Franco
N00000536,James H Douglas
N00002506,Robert Earl Wilson
N00002131,Sylvia Lanabeth Clute
N00006305,Jeanne Givens
N00005991,James Michael Gaddy
N00002245,Barbara Gore Washington
N00004917,Marsha Aileen Lannon Foutch
N00002463,Knox Haynsworth White
N00007401,Frederick Eugene Ogin
N00003888,Frank McCloskey
N00003264,Lincoln Edward Davis
N00002561,James Lawrence Friday
N00007859,Jesse C Sr Wineberry
N00000063,Walter Eugene Johnston III
N00011848,Mike Collier
N00005441,Jay Bradford
N00004598,Dale Bell
N00005407,Richard Baker
N00007317,Stephen Henderson
N00000362,Jack Reed
N00000547,Michael David Griffes
N00009226,John Estrada
N00002562,William Ward Hunter Jr
N00011870,Thomas E Cronin
N00005367,Jane Ettinger Booth
N00000389,Robert A Stephen
N00004304,James P Buckley
N00000585,Sam Gejdenson
N00000078,Carolyn B Maloney
N00005005,Gary Robert Carter
N00000453,Bonnie Lewis Titcomb
N00000116,Harold W Ulmer
N00000419,Stephen M Duprey
N00004556,David E Rued
N00004849,Walter W Dudycz
N00002747,Joseph Robert Bayba
N00001861,Henry A Waxman
N00011782,Rick Livingston
N00000716,Donald M Payne
N00001821,Steny H Hoyer
N00006452,Stuart A Wesbury Jr
N00006770,Mel Levine
N00009287,Big Daddy Don Garlits
N00003842,Paul Helmke
N00000187,James Christopher Arena-Derosa
N00005136,Jacqueline T McGee
N00006297,Rachel S Gilbert
N00003999,Cynthia H Wilbanks
N00004909,Stephen J Eytalis
N00011602,Jim Wham
N00001158,Alfonse M D'Amato
N00007883,Paull Shin
N00000183,Tom Tierney
N00001801,Matthew F McHugh
N00004592,Tom Katus
N00005432,Edward Gordon Randolph Jr
N00009895,Thomas S Fabish
N00004517,Dean M Barkley
N00002838,Larry Metz
N00003532,Bob Ney
N00006776,James Cavuoto
N00000205,Marty Meehan
N00003885,Richard D McIntyre
N00007358,Jerry Brown
N00003007,Ben Erdreich
N00003390,Mike Ward
N00007265,Jerry M Reiss
N00008956,Tommy Klein
N00001897,Michele Dyson
N00012247,James R Erwin
N00002091,Larry Craig
N00000981,Guy V Molinari
N00009419,Bryan Lee Amann
N00000173,Joseph D Early
N00004950,Robert F Kerans
N00000960,Jose A Suero
N00001515,Marc L Holtzman
N00011479,Chris G Patterakis
N00002036,Ben Blaz
N00002316,William G Hamby
N00012301,Daniel Johnson
N00009498,Michael Strong
N00001288,David J Swarts
N00007934,Bob Williams
N00006445,Scott Grainger
N00000650,Christopher Bancroft Burnham
N00003258,Ed Bryant
N00001303,Michael Stephen Levinson
N00000482,William P Clarke
N00006138,Richard D Lamm
N00003604,Jeffrey P Jacobs
N00006381,Karl N Snow Jr
N00002287,Jesse Helms
N00004311,Helen I Barnhill
N00002455,Malcolm Douglas Cooke
N00003845,Dan Coats
N00002441,L Mendel Rivers Jr
N00003941,Douglas Wayne Carl
N00007452,Denis T Rice
N00007090,Manuel Sanchez
N00011525,Owen Hesse Iii Richelieu
N00002431,Robert Barber
N00007753,Catherine  Webber
N00004933,Ray LaHood
N00000812,John H Adler
N00002853,Dante B Fascell
N00004251,Tom Tauke
N00004199,Kathy Stupak-Thrall
N00003404,Romano L Mazzoli
N00009256,John M Ivler
N00007360,Nancy Pelosi
N00000263,James Roosevelt Jr
N00004207,Tom Harkin
N00000471,William S Cohen
N00001059,Edward Bernard Elkowitz
N00001800,Connie Mack
N00002533,Herman Clark
N00007561,Vic Fazio
N00001033,Dennis Mehiel
N00002478,Robert Joseph Cantrell
N00007594,Mary Jacobs
N00000595,Gerald Thomas Defelice
N00006023,Lloyd Doggett
N00002583,Mable Thomas
N00006502,Roger D Hartstone
N00007630,Soli Amoeualogo Salanoa
N00003362,Mike Parker
N00007467,Mark Steven Patrosso
N00011728,Francis W Creighton
N00001438,Elmer E Crone Jr
N00007050,Randy (Duke) Cunningham
N00002253,Bill Cobey
N00004800,Nancy Kaszak
N00000769,Paul A Kapalko
N00003437,Jim Bunning
N00001311,Louise M Slaughter
N00009316,L Jay Irwin III
N00004270,Michael James Cuddehe
N00001087,Kathleen M Murphy
N00007957,Sid Morrison
N00011689,Bill Haivala
N00000872,Jeffrey Laurenti
N00012285,David Hayden Gates
N00006371,Raymond E Beckham
N00003110,Jeff Whitesides
N00003107,Steve Gill
N00006589,J Coy Pettyjohn
N00003716,Tony P Hall
N00000935,Charles Wayne Juntikka
N00011966,John Edward Mercer
N00007536,Timothy Oliver Stoen
N00004543,Cal Ludeman
N00007570,Lowell Patrick Landowski
N00001535,Curt Weldon
N00003105,Marsha Blackburn
N00002402,Kenneth Don Mosely
N00001756,Jim Exon
N00001038,Oren J Teicher
N00012202,Warren D (corky) Jones
N00001395,Bud Shuster
N00002327,Sue Myrick
N00000847,William J Hughes
N00001776,Michael A Andrews
N00001614,Joseph C Vignola
N00010084,Tim Johnson
N00001300,Henry J Nowak
N00002377,Cass Ballenger
N00004817,James S Parker
N00006537,Robin Dozier Otten
N00001532,Ann Fox Miller
N00001125,Peter G Doukas
N00011794,Daniel J Shannon
N00003693,Charles John Luken
N00004639,Cy Jamison
N00007003,John Fremont Steel
N00000195,Paul William Cronin
N00009153,Ernest E (Chip) Taberski
N00003690,J Kenneth Blackwell
N00004536,Vin Weber
N00001599,Lucien E Blackwell
N00002509,Eugene P Walker
N00000344,James Christopher Sheehan
N00005273,Thomas L Oyler
N00006983,Duncan Hunter
N00007388,Gordon Thomas Blake
N00005033,John Ross
N00004708,Thomas Cramer
N00007103,Nick Didominicus
N00001867,Ruthann Aron
N00003499,Cynthia L Ruccia
N00000601,Edward W Munster
N00003059,Milton R Bethune
N00006447,Alan J Stephens
N00002057,Charles S Robb
N00005792,Brian D Pardo
N00004174,Thomas E Schoech
N00001674,Vance Chandler Phillips
N00003707,Jay Buchert
N00000232,Philip W Johnston
N00005289,Bradley Dean Kuper
N00002489,Kevin M Cunningham
N00007187,Robert S Zemel
N00005301,Chuck Hagel
N00006081,Michelle Marie Lawrence
N00005122,Joyce Lea
N00003162,Charles (Chuck) Jolly
N00005893,Greg Laughlin
N00004994,Paul Simon
N00002865,William Lehman
N00002456,Harold G Worley
N00001074,Major R Owens
N00006792,David G Nunez
N00006818,Todd Alan Barneck
N00002754,Joe Scarborough
N00001433,Bob Shuster
N00004949,Brent Winters
N00007892,Robert Imhof
N00007411,Mark Christopher Luce
N00004539,Tracy Beckman
N00007442,James S Fay
N00001330,Jim Pierce
N00003720,David A Westbrock
N00004371,Paul R Soglin
N00002104,Paul Michael (Mike) McHugh
N00002926,Jim Davis
N00006031,Teresa Doggett
N00000393,Raymond J Wieczorek
N00003443,James Kidney
N00002154,David Bowers
N00006287,William L Mauk
N00004416,Steve Gunderson
N00004510,Stanley J Leino
N00004027,Leslie Ann Touma
N00002313,David L Drye
N00005758,Pete Geren
N00005003,Steve Miloscia
N00002823,Patrick M Cusack
N00005967,Mike G Pacheco
N00007215,Jack L Roberts
N00007074,George Thomas Craig
N00002171,Rick Boucher
N00007180,James Michael Prince
N00006185,Hank Brown
N00000369,Thomas P Colantuono
N00008264,Ed Royce
N00002811,Charles Gregory Talbot
N00002821,Carole Jean Jordan
N00000266,John T O'Connor
N00002101,David L Caprara
N00007767,Marshall Dean Johnson Sr
N00000396,Jack Heath
N00007429,Randal M Stewart
N00000698,Matthew J Rinaldo
N00006650,Thomas (Spike) Wilson
N00002299,Walter B Jones Jr
N00007495,Randy A Perry
N00004715,Robert A Cozzi Jr
N00003659,Annie Saunders
N00003582,Joseph Slovenec
N00007741,Bill Rutherford
N00007656,Quentin Kuhio Kawananakoa
N00007590,Robert (Bob) Dean Kent
N00003204,Stephen Smith
N00001550,William James Tuthill
N00003817,Daniel A Holtz
N00007454,David N Strand
N00002505,David Roland Hughes
N00003276,Hiram Eastland
N00006652,Jim Gibbons
N00005885,Scott Douglas Cunningham
N00004980,Mike Curran
N00007624,Robert Bunda
N00002443,Michael T Rose
N00007032,Raymond Gregory Saatjian
N00007362,Leo T McCarthy
N00002035,Gordon S Cruickshank
N00001757,Wyche Fowler Jr
N00002680,Paul Collins Broun
N00005946,Robert (Bob) Krueger
N00000841,David Rodger Headrick
N00002269,Bob Etheridge
N00003184,Jeffrey Lynn Davenport
N00004201,Charles J Krogmeier
N00005588,Stuart Price
N00008268,David L Davis
N00003240,John H Willingham
N00003468,H Ramsey Morris Jr
N00003376,Joe Wright
N00003250,Charles A Salvaggio
N00004282,Leroy Corey
N00004636,John Melcher
N00005053,James J Askew
N00005722,Ed Merritt
N00006105,Cal Johnston
N00005384,Tyron D Picard
N00003099,Roland D Sledge
N00002142,Marion Gordon (Pat) Robertson
N00004183,Gil Ziegler
N00004346,Jerry Maiers
N00005848,William E Brock
N00002644,Eugene Stuckey
N00001649,Carol Ann Desantis
N00000027,James W Donchess
N00000443,Bill Verge
N00007482,Valli Sharpe-Geisler
N00003922,Dan Lee Pool
N00005855,John Phillip Devine
N00001573,James C Hasher
N00009375,Benjamin Franklin Marshall IV
N00003861,Douglas L Clark
N00000215,Barbara A Hildt
N00004490,Douglas B Tenpas
N00006743,K Paul Jhin
N00007872,Paul Barden
N00002280,Lavinia Vicky Rothrock Goudie
N00000916,Thomas K Duane
N00005784,Hugh Dunham Shine
N00005623,Glen D Johnson
N00007874,Scott Langton Hardman
N00000502,Stephen Morgan Zirnkilton
N00005290,Bill Dunn
N00002757,Lois Benson
N00006307,Matt Alan Lambert
N00003242,Rod DeBerry
N00006940,Stephen C Stewart
N00008656,David Rosado
N00008187,Donald R Melton
N00003203,Al Schmutzer Jr
N00008974,Albert M Lipscomb
N00003815,Matthew Edward Mangold
N00002296,Charles Addison Sanders
N00003243,David Hagedorn
N00002827,W Phil McConaghey
N00007688,Ed Lindquist
N00002148,Thomas E Ward
N00001212,Nancy Norman
N00004854,John Joseph Holowinski
N00003985,R Robert Geake
N00003954,Carl J Marlinga
N00008808,Harry T Petersen
N00007501,Jack A Sieglock
N00007724,Ron Wyden
N00002720,Donald Warren Weidner
N00007274,Andrea Seastrand
N00003128,John Daniel Rudd
N00008422,John William Timm
N00003032,Ronnie G Flippo
N00002618,Ralph T Hudgens
N00009163,Jonathan Herschler
N00004907,Pete Sullivan
N00002397,John Roy Harper II
N00001147,Jorawar Misir
N00008279,illiam Drebushenko
N00008619,Steven R Rothman
N00001526,Donald C Ernsberger
N00001141,Floyd H Flake
N00007809,Daniel Mark Skotte
N00003091,Sonny Callahan
N00000451,Dennis L Dutremble
N00006930,William J Franklin
N00007887,Harriet A Spanel
N00003065,William L Dickinson
N00005487,Bill Wayne Bristow
N00000851,Frank A LoBiondo
N00008092,Blanche Lambert Lincoln
N00004055,David Honigman
N00002384,James Mark Ferguson
N00005403,Richard P Ieyoub
N00006246,Craig Thomas
N00006735,Nate Truman
N00008845,Jeffrey D Brown
N00002221,Richard Burr
N00000696,David Francis Sivella
N00000609,John A O'Toole
N00001417,Mary Ann McConnell
N00001003,Eliot L Engel
N00000408,Dana Albert
N00004837,Sinisa Princevac
N00005255,Jim Slattery
N00002785,Robert G (Bud) Feather
N00006563,Abraham J Gutmann
N00001050,Yash P Aggarwal
N00003394,Jackson M Andrews
N00003179,David Lee Davis
N00005747,Marion Kenneth Scarborough
N00006840,Barry Gordon
N00005651,Timothy James McCord
N00005541,Mickey Edwards
N00001604,Arlen Specter
N00004834,Bobbie L Steele
N00006426,Stuart Michael Turnansky
N00002359,Alford Rogers
N00006978,Tony Valencia
N00007794,Frank A Walter
N00006104,John Hallen
N00002237,A P (Sandy) Sands
N00005037,Richard A Gephardt
N00006860,Helen Hernandez
N00005715,Harold Hampton Hodges
N00007181,Jerry M Yudelson
N00006567,F Gregg Bemis Jr
N00007972,Susan Kaun
N00001908,Michael C Hickey Jr
N00002514,Robert F Rivard Jr
N00005922,Donna Peterson
N00004356,Mark W Neumann
N00002541,Charlie Watts
N00007425,Frank Riggs
N00000740,Marge Roukema
N00026650,Charles Louis Wolfe
N00009759,Rick Larsen
N00003218,Harold E Ford Jr
N00027695,Pete Ricketts
N00030233,Thomas N Hansen
N00001110,Anthony D Weiner
N00029163,Jeanette M Moll
N00029422,Jim Bowden
N00028646,Joseph T Krysztoforski
N00009771,Shelley Moore Capito
N00009573,Jeff Flake
N00026554,Jim Spehar
N00004166,Vernon J Ehlers
N00027763,Jill T Derby
N00013874,John Milkovich
N00026656,Brian R Thomas
N00027115,Doris R Haddock
N00025859,Edwin Ray Garner
N00026417,E J Pipkin
N00027058,Blair Mathies
N00029061,Marc Flagg
N00004070,Dale E Kildee
N00025287,Roland F Chicas
N00004394,David R Obey
N00025502,Michael Anthony Simpson
N00002083,Jim Moran
N00029709,Terry T Marquardt
N00027781,Mary Fallin
N00005353,William J Jefferson
N00025267,Carolyn W Grant
N00026713,Leticia Hinojosa
N00025093,Brad Miller
N00030530,Priscilla Lord Faris
N00024947,John Swallow
N00004816,Rod Blagojevich
N00029915,Cendie Crawley
N00029778,James Taylor Fish
N00001267,Sherwood Boehlert
N00029106,Allan Affeldt
N00003561,Stephanie Tubbs Jones
N00029678,David Simpson
N00027780,Denise Bode
N00001214,Michael R McNulty
N00029467,Timothy P Prince
N00028957,Mark D Meyer
N00029226,Ethan Strimling
N00029547,David Landrum
N00012878,James M Donovan
N00002793,John L Mica
N00026925,Terry Baum
N00024886,Beth Rogers
N00027650,Stacey Tallitsch
N00000860,Rush Holt
N00010182,Henry Hewes
N00029428,D R Hunter
N00027074,Bernard E Klein
N00024896,Jeff Chavez
N00002356,Mike McIntyre
N00029195,Rand Knight
N00000360,Patrick J Kennedy
N00027438,Krista Marie Grimm
N00029712,Marco Gonzales
N00009816,Chris Smith
N00005677,Martin Frost
N00029660,Faye Armitage
N00003522,Marcy Kaptur
N00002555,David James Worley
N00028640,Paul Joseph Spause
N00026449,Emanuel Carl Andrews
N00001305,John J LaFalce
N00026708,Virgil Yanta
N00030143,William Michael Padgett
N00027131,Marvin Nathaniel Applequist III
N00029276,Kurt Glenn Hayes
N00026691,Bradley Alexander Tashenberg
N00029017,William Lawrence Greene
N00029487,James Clyde Malloy
N00025261,Edward R Tinsley
N00026551,Darin Hunzeker
N00001805,Connie Morella
N00029231,Kyle Foust
N00024977,Richard M Romero
N00024756,Winston Wilkinson
N00026638,Brian M Kolb
N00026318,Dale W Schultz
N00026325,Nancy Farmer
N00009957,George Allen
N00002522,Robert Lamutt
N00027621,Peter Beilenson
N00029552,Carl Mumpower
N00028339,Matthew Arlington Wertz
N00029273,Aaron Schock
N00028983,Bob Lord
N00029086,Kathleen Ann Seei
N00001373,Mike Doyle
N00000880,Richard J Larossa
N00027246,Theresa Mitchell Dudley
N00029043,Michael J Psak
N00027629,John Spencer
N00012509,Hamilton Allen Smith Bartlett
N00002982,Michael Bilirakis
N00027031,James Newberry
N00029518,Steve Harper
N00004087,Jim Barcia
N00029831,Dennis Carl Burns
N00029979,Richard Owings Emmons
N00027741,David Loebsack
N00006560,Eric Treisman
N00000699,Robert Menendez
N00026623,Michael Lott
N00026868,Joseph V Montone
N00006863,Tom McClintock
N00013832,Phelps Anderson
N00026942,Ken Chase
N00029075,Evita Paschall
N00006587,Mike Runnels
N00024771,Bill Van De Weghe
N00006103,Tom Tancredo
N00029222,Gaurav Bhola
N00027062,Francina J Cartonia
N00029206,Paul Phillips
N00004196,Bart Stupak
N00030045,Victor J Sordillo
N00029049,Richard C Wager
N00013767,Ira S Shapiro
N00028432,William Henry Szych
N00007089,Joe Baca
N00025731,R Marc Nuttle
N00005483,Thomas F Donaldson Jr
N00009588,Gerrie Schipske
N00026924,Dwight D Leister
N00026591,Ben Chandler
N00026885,Dave Reichert
N00029475,William Robert Hammons
N00029889,George Blaine Lotz
N00009677,Todd Akin
N00033433,Tami L. Stainfield
N00034556,Laureen Cummings
N00028968,Joseph Felix Leonaitis
N00034563,Carlos Quintanilla
N00032460,Chard Reid
N00008048,Steven T. Kuykendall
N00030012,Chris D Gorman
N00026961,Yvette D. Clarke
N00033568,Richard James Douglas
N00030614,Scott Noren
N00031502,Kevin Yoder
N00033122,Tracy Raymond Daniels
N00003083,Terry Everett
N00034888,David Steinhof
N00024759,Mike D. Rogers
N00033722,John Whitley
N00029473,Michael Crimmins
N00033501,Pete Riehm
N00031942,Michael Allen Stahly
N00009760,John Koster
N00034139,Mark Mansius
N00033808,John Tree
N00033606,Bob Marx
N00025089,Louis Vandenberg
N00033130,Tim Pawlenty
N00003341,Charles W. (Chip) Pickering Jr
N00005656,Joe Barton
N00031783,Gregory Anthony Brown
N00031631,Richard E. Ashooh
N00013123,Carl C. Edwards
N00030979,Eric Wargotz
N00027655,Heath Shuler
N00034190,William G. Gaylor
N00001061,Robert Previdi
N00029105,Howard Shanker
N00033781,Tony Hernandez
N00005585,Don McCorkell
N00034754,Mike O'Brien
N00012623,John H Cox
N00033595,Steve Obsitnik
N00001769,Bob Packwood
N00032480,George Martinez
N00030087,Thomas F Leatherwood
N00004615,Byron L. Dorgan
N00033883,Richard L. Grabowski
N00032836,Michael Pryce
N00032602,Roger Blank
N00035063,Andrew Beacham
N00027253,Michael Wildes
N00001427,Phil English
N00032717,Leland Yialelis
N00031184,Fred Thompson
N00034261,Eddie Gonzalez
N00033036,Chuck Gray
N00034398,Jacques Gaillot
N00030672,John Waltz
N00030853,Eric Wnuck
N00033171,Andrew Ian Dodge
N00031250,Jeff Cloud
N00032593,John W. Broad
N00007140,Robert K. Dornan
N00028333,Mike Erickson
N00029441,James E. Risch
N00024914,Sean Mahoney
N00030046,Roland Straten
N00031175,Mark Memoly
N00031199,Nick Popaditch
N00001386,John Heinz
N00031702,Johnny Rouse
N00001692,Eleanor Holmes Norton
N00031146,Doug Blatt
N00025648,Larry R. Crim
N00004939,Thomas W. Ewing
N00031825,Chad Ryan Christensen
N00002198,Nick Rahall
N00031745,Chris Leopold
N00031334,Reshma M. Saujani
N00033114,Kate Marshall
N00029382,Joseph E McMenamin
N00026095,Donald R May
N00034028,Brian Woodworth
N00028380,Scott N Bradley
N00030750,John Loughlin
N00004981,Dick Durbin
N00031386,Dennis D. Pyle
N00032556,Jeff Greene
N00031988,Jon Runyan
N00031265,Robert Hurt
N00033982,Martha McSally
N00030742,Travis Hankins
N00029495,Mariannette Jane Miller-Meeks
N00033804,Juan Eliel Garcia
N00030380,Jim Postma
N00034724,Ron Bhalla
N00002396,James Melvin Miles
N00029567,Bruce E Layman
N00029556,Harry Teague
N00034875,Tony Passalacqua
N00033927,Kathleen Hicks
N00027515,Ron Klein
N00033795,Jack Uppal
N00033103,Andrew Straw
N00002488,Elliott Springs Close
N00003467,Ed Whitfield
N00032092,James J. Graham
N00032734,Scott McAdams
N00033128,Patrick Kreitlow
N00029501,Jill Morgenthaler
N00032214,Star Parker
N00032009,Mel M. Marin
N00031570,Len Britton
N00009483,Brendan Thomas Byrne Jr
N00030639,John Flerlage
N00009960,Deborah Senn
N00033393,Tony Long
N00033466,Chris Fields
N00034010,Bob Black
N00030935,Bill Hudak
N00025663,Howard Dean
N00031390,James Hagedorn
N00006112,Michael Donovan Murray
N00031765,Gary Berntsen
N00029494,John Stone
N00031091,Kie Westby
N00032672,Frank Mirabile Jr
N00033610,Darlene J. Ruscitti
N00030713,James John Piccillo
N00034629,Mike Obermueller
N00026634,Bill Spadea
N00034349,Filemon Vela
N00003350,Gene Taylor
N00033423,Carl Wimmer
N00030858,Brad Goehring
N00031651,W. Stovall Witte Jr
N00033764,Matt Silverman
N00029562,Ben R. Lujan
N00030025,Robert Frank Onder Jr
N00031420,Stephen Edward Broden
N00033101,Brad Schneider
N00030757,David B. Castillo
N00033567,Dirk Konopik
N00026586,Joe Donnelly
N00031652,Jeffrey Alan Hartline
N00034098,Kellie Greene
N00033601,Mark Oxner
N00026541,Tan Nguyen
N00030902,David Bond Westlake  IV
N00012672,Steve Pearce
N00031587,Pam Gorman
N00034085,Chris Petrella
N00031872,Thomas C. Watson
N00030609,Sam Caligiuri
N00012945,Chris Lawrence
N00008051,Mark Udall
N00033616,Patrick Scates
N00032346,York Jay Kleinhandler
N00030085,Paul H. Corden
N00031313,"William J. Evans, Jr"
N00029642,Preston Korn
N00003288,Bennie G Thompson
N00012946,Robert C Brown
N00009652,Jeffrey William Colyer
N00026383,Tracy L Boyland
N00035287,Joe Carr
N00037013,Bill Ostrander
N00027684,Rae Sharlene Vogeler
N00025660,Bart Michael Haggin
N00025437,Ted Glick
N00036582,Cormick Lynch
N00035793,Conrad Reynolds
N00033719,Tom Kovach
N00028614,William McBride
N00035616,Ryan K Zinke
N00031191,David Jeffrey Whitaker
N00027685,Dale F Groutage
N00012546,Luke Messer
N00001129,Melinda R Katz
