,cycle,id,candidate_name,party,state,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
4445,2012,N00033178,Tim Donner (R),R,VAS1, ,Y,RN,,15238.0,27333,12095.0
4446,2012,N00006581,Greg Sowards (R),R,NMS1, ,Y,RL,1585.0,79125.0,145023,64313.0
4447,2012,N00006581,Greg Sowards (R),R,NMS1, , ,RO,1585.0,79125.0,145023,64313.0
4448,2012,N00034296,Tim Aalders (R),R,UTS1, ,Y,RN,,2450.0,6665,4215.0
4449,2012,N00027503,Bob Casey (D),D,PAS2,Y,Y,DW,3579498.0,5784279.0,10207508,843731.0
4450,2012,N00010559,Mike Thurmond (D),D,GAS2, , ,DN,,5150.0,5610,460.0
4451,2012,N00035187,Mike Rounds (R),R,SDS2, , ,RN,13500.0,249375.0,266840,3965.0
4452,2012,N00031076,Patrick Hughes (R),R,ILS2, , ,RN,,,0,0.0
4453,2012,N00031448,Randolph A. Credico (D),D,NYS1, , ,DN,,,0,0.0
4454,2012,N00009975,Lindsey Graham (R),R,SCS2, , ,RI,326376.0,1662921.0,2005732,16435.0
4455,2012,N00015389,Roland Burris (D),D,ILS2, , ,DN,1000.0,,1000,0.0
4456,2012,N00032744,George Maragos (R),R,NYS1, ,Y,RL,,72400.0,72400,0.0
4457,1996,N00000901,Bob Smith (D),D,NJS2, , ,DL,1000.0,56050.0,117350,60300.0
4458,1996,N00006537,Robin Dozier Otten (R),R,NMS1, , ,RL,,1950.0,12730,10780.0
4459,1996,N00002200,Robert C Byrd (D),D,WVS1, , ,DI,-5219.0,,-5089,130.0
4460,1996,N00009063,John Odam (D),D,TXS1, ,Y,DL,1500.0,195590.0,429629,232539.0
4461,1996,N00006236,John A Barrasso (R),R,WYS2, , ,RL,36549.0,349327.0,706262,320386.0
4462,1996,N00008979,Wayne D Smart Jr (I),I,COS2, , ,3L,,11552.0,11862,310.0
4463,1996,N00005507,Lu Hardin (D),D,ARS1, ,Y,DL,56100.0,529501.0,1192636,607035.0
4464,1996,N00000471,William S Cohen (R),R,MES2, , ,RI,422435.0,497374.0,1650119,730310.0
4465,1996,N00004207,Tom Harkin (D),D,IAS2, , ,DW,1395591.0,1874757.0,6660355,3390007.0
4466,1996,N00004207,Tom Harkin (D),D,IAS2,Y,Y,DW,1395591.0,1874757.0,6660355,3390007.0
4467,1996,N00005478,Sandy S McMath (D),D,ARS1, ,Y,DL,1000.0,68466.0,161085,91619.0
4468,1996,N00004251,Tom Tauke (R),R,IAS2, , ,RN,,,0,0.0
4469,1996,N00004251,Tom Tauke (R),R,IAS2, , ,RN,,,0,0.0
4470,1996,N00000650,Christopher Bancroft Burnham (R),R,CTS2, , ,RL,,3450.0,9925,6475.0
4471,1996,N00004611,Ben Clayburgh (R),R,NDS2, , ,RL,-4950.0,201371.0,212034,15613.0
4472,1996,N00008982,Bruce Patrick Hatfield (R),R,GAS1, ,Y,RL,,1000.0,4093,3093.0
4473,1996,N00008956,Tommy Klein (R),R,KYS1, ,Y,RL,,,0,0.0
4474,1996,N00004286,Bob Kasten (R),R,WIS2, , ,RN,-500.0,,-500,0.0
4475,1996,N00004517,Dean M Barkley (I),I,MNS1,Y,Y,3L,600.0,20952.0,51965,30413.0
4476,1996,N00001158,Alfonse M D'Amato (R),R,NYS2, , ,RW,1087571.0,6055461.0,13734923,6591891.0
4477,1996,N00007779,Brian Boquist (R),R,ORS2, , ,RL,,500.0,1000,500.0
4478,1996,N00009069,Kathleen P Jachowski (R),R,WYS2, , ,RL,,12696.0,31049,18353.0
4479,1996,N00006770,Mel Levine (D),D,CAS1, , ,DN,-1000.0,,-1000,0.0
4480,1996,N00006770,Mel Levine (D),D,CAS1, , ,DN,-1000.0,,-1000,0.0
4481,1996,N00002470,Peter J Ashy (3),3,SCS2, , ,3L,,3926.0,4446,520.0
4482,1996,N00000547,Michael David Griffes (R),R,VTS1, , ,RN,,,0,0.0
4483,1996,N00000362,Jack Reed (D),D,RIS2,Y,Y,DW,1204802.0,1096249.0,3812711,1511660.0
4484,1996,N00000362,Jack Reed (D),D,RIS2, , ,DW,1204802.0,1096249.0,3812711,1511660.0
4485,1996,N00004516,Roy W Terwilliger (R),R,MNS1, , ,RL,9200.0,83550.0,210988,118238.0
4486,1996,N00007859,Jesse C Sr Wineberry (D),D,WAS1, , ,DN,8000.0,,13644,5644.0
4487,1996,N00000063,Walter Eugene Johnston III (R),R,NCS2, , ,RN,,,0,0.0
4488,1996,N00001758,Chuck Grassley (R),R,IAS1, , ,RW,210333.0,102500.0,429148,116315.0
4489,1996,N00002723,Douglas P Ruska (R),R,FLS2, , ,RL,,325.0,325,0.0
4490,1996,N00002131,Sylvia Lanabeth Clute (D),D,VAS1, , ,DL,,3108.0,4222,1114.0
4491,1996,N00000536,James H Douglas (R),R,VTS2, , ,RN,,,300,300.0
4492,1998,N00004587,Ronald Gene Schmidt (R),R,SDS1,Y,Y,RL,91634.0,279095.0,783358,412629.0
4493,1998,N00006113,Philip Bozell Core Perington (D),D,COS2, , ,DN,,2000.0,2000,0.0
4494,1998,N00005624,David L Boren (D),D,OKS2, , ,DN,,,0,0.0
4495,1998,N00002545,Michael Coles (D),D,GAS2,Y,Y,DL,677756.0,1129293.0,2841036,1033987.0
4496,1998,N00002545,Michael Coles (D),D,GAS2, , ,DL,677756.0,1129293.0,2841036,1033987.0
4497,1998,N00004699,Al Salvi (R),R,ILS1, , ,RN,-4563.0,429267.0,539044,114340.0
4498,1998,N00004851,Pat Quinn (D),D,ILS1, , ,DN,-500.0,5662.0,11507,6345.0
4499,2000,N00006230,Al Hamburg (D),D,NES1, , ,DL,,,0,0.0
4500,2008,N00013823,Mark Pryor (D),D,ARS1,Y,Y,DW,1940537.0,2771970.0,4840011,127504.0
4501,2008,N00006406,Jon L Kyl (R),R,AZS2, , ,RI,133892.0,25445.0,159337,
4502,2008,N00027601,Michael Steele (R),R,MDS1, , ,RN,9500.0,21160.0,100066,69406.0
4503,2008,N00005285,Pat Roberts (R),R,KSS1,Y,Y,RW,2603975.0,2660807.0,5717257,452475.0
4504,2008,N00012508,Tom Carper (D),D,DES1, , ,DI,225650.0,151069.0,426574,49855.0
4505,2008,N00027677,Michael McGavick (R),R,WAS1, , ,RN,-1000.0,45903.0,46303,1400.0
4506,2008,N00006515,Pete V Domenici (R),R,NMS2, ,Y,RI,655668.0,870954.0,1612187,85565.0
4507,2008,N00007836,Maria Cantwell (D),D,WAS1, , ,DI,7444.0,544533.0,900486,348509.0
4508,2010,N00032838,Joe Manchin (D),D,WVS1,Y,Y,DW,1585638.0,3257946.0,4945720,102136.0
4509,2010,N00025311,Steven Daines (R),R,MTS1, , ,RN,7500.0,205973.0,234644,21171.0
4510,2014,N00036486,Gordon Howie (I),I,SDS2,Y,Y,3L,,,2226,2226.0
4511,2010,N00003845,Daniel R. Coats (R),R,INS2,Y,Y,RW,1513774.0,3028913.0,4798800,256113.0
4512,2010,N00003036,Roger Bedford (D),D,ALS2, , ,DC,2500.0,1535.0,5205,1170.0
4513,2000,N00004404,William N Raven (I),R,WIS2, , ,RN,,,0,0.0
4514,2010,N00027601,Michael Steele (R),R,MDS1, , ,RN,8000.0,43100.0,55930,4830.0
4515,2010,N00028961,Jim Gilmore (R),R,VAS2, , ,RN,17500.0,650.0,18972,822.0
4516,2010,N00008006,Frank H. Murkowski (R),R,AKS2, , ,RN,19500.0,-1000.0,18500,0.0
4517,2010,N00007997,Ted Stevens (R),R,AKS2, , ,RN,950.0,12000.0,13250,300.0
4518,2010,N00006424,John McCain (R),R,AZS1, , ,RW,1204636.0,4034929.0,5239565,0.0
4519,2010,N00001604,Arlen Specter (D),D,PAS1, ,Y,DL,2501657.0,3158361.0,5801493,141475.0
4520,2000,N00006185,Hank Brown (R),R,COS2, , ,RN,,,0,0.0
4521,2010,N00004981,Dick Durbin (D),D,ILS1, , ,DI,371157.0,346510.0,749465,31798.0
4522,2000,N00009900,Shay Mondragon Mariadelourdes (U),U,CAS2, ,Y,UC,,,0,
4523,2000,N00006285,Steven D Symms (R),R,IDS2, , ,RN,,,0,0.0
4524,2000,N00006164,Josephine Heath (D),D,COS2, , ,DN,,,0,0.0
4525,2010,N00003535,Sherrod Brown (D),D,OHS1, , ,DI,589177.0,1138315.0,2031974,304482.0
4526,2000,N00008078,Anthony R (Andy) Martin (I),I,FLS1,Y,Y,3L,,,0,
4527,2000,N00004251,Tom Tauke (R),R,IAS2, , ,RN,,,0,
4528,2000,N00003845,Dan Coats (R),R,INS2, , ,RN,,,0,0.0
4529,2000,N00003470,Wendell H Ford (D),D,KYS2, , ,DN,,,0,0.0
4530,2000,N00006282,Jim Jones (R),R,IDS1, , ,RN,,,0,
4531,2000,N00004676,Lynn Martin (R),R,ILS1, , ,RN,,,0,
4532,2000,N00005366,Ben Bagert (R),R,LAS1, , ,RN,,,0,
4533,2000,N00000191,James W Rappaport (R),R,MAS1, , ,RN,,,0,
4534,2000,N00003928,Clark Durant (R),R,MIS2, , ,RN,,,0,
4535,2000,N00004083,Bill Schuette (R),R,MIS1, , ,RN,,,0,
4536,2000,N00004443,Paul Wellstone (D),D,MNS1, , ,DI,,,0,
4537,2000,N00004658,William E Farrell (R),R,MTS1, , ,RN,,,0,
4538,2000,N00002326,Harvey B Gantt (D),D,NCS1, , ,DN,,,0,0.0
4539,2000,N00004664,Bruce Vorhauer (R),R,MTS1, , ,RN,,,0,
4540,2000,N00004652,John Domenech (R),R,MTS1, , ,RN,,,0,
4541,2000,N00004642,Allen C Kolstad (R),R,MTS1, , ,RN,,,0,
4542,2010,N00008051,Mark Udall (D),D,COS2, , ,DI,190000.0,325340.0,630241,114901.0
4543,2000,N00009907,Sam Denis Dehne (D),D,NVS1, ,Y,DN,,,0,
4544,2000,N00000940,Robert Abrams (D),D,NYS2, , ,DN,,,0,0.0
4545,2000,N00004575,James Abdnor (R),R,SDS1, , ,RN,,,0,
4546,2000,N00008958,James Sherwood Stokes (D),D,WAS2, , ,DN,,,0,
4547,2000,N00009911,Ron Mullins (D),D,WAS1, ,Y,DN,,,0,
4548,2000,N00009912,Charlie Lee Sr Scott (R),R,WAS1, ,Y,RN,,,0,
4549,2000,N00005515,James David Busby (R),R,ARS2, , ,RN,,,0,0.0
4550,2000,N00004286,Bob Kasten (R),R,WIS2, , ,RN,,,0,
4551,2000,N00007206,John F Seymour (R),R,CAS2, , ,RN,,,0,0.0
4552,2000,N00006770,Mel Levine (D),D,CAS1, , ,DN,,,0,0.0
4553,2000,N00000645,Brook Johnson (R),R,CTS2, , ,RN,,,0,0.0
4554,2000,N00002641,Sam Nunn (D),D,GAS1, , ,DN,,,0,0.0
4555,2000,N00002731,James William Grant (R),R,FLS2, , ,RN,,,0,0.0
4556,2000,N00002776,Richard Grayson (3),3,FLS1, ,Y,3O,,,0,0.0
4557,2000,N00007499,John M Brown (R),R,CAS2, ,Y,RL,,,0,
4558,2000,N00006293,Milt Erhart (R),R,IDS2, , ,RN,,,0,0.0
4559,2000,N00004788,Richard S Williamson (R),R,ILS2, , ,RN,,,0,0.0
4560,2000,N00005240,Gloria Jean O'Dell (D),D,KSS2, , ,DN,,,0,0.0
4561,2000,N00005128,David Westfall (D),D,MOS1, , ,DN,,,0,
4562,2000,N00000395,Harold R Eckman (R),R,NHS2, , ,RN,,,0,0.0
4563,2010,N00026475,Daniel Mongiardo (D),D,KYS2, ,Y,DL,50500.0,1574896.0,1837050,211654.0
4564,2000,N00001557,Stephen F Freind (R),R,PAS2, , ,RN,,,0,0.0
4565,2000,N00001378,Dick Thornburgh (R),R,PAS1, , ,RN,,,0,0.0
4566,2000,N00006624,Charles Woods (R),R,NVS1, , ,RN,,,0,
4567,2000,N00007760,Valentine Christian (R),R,ORS2, , ,RN,,,0,
4568,2000,N00001534,Lynn Hardy Yeakel (D),D,PAS2, , ,DN,,,0,
4569,2000,N00005466,Dale Bumpers (D),D,ARS2, , ,DN,,,0,0.0
4570,2000,N00000518,Jerry Levy (3),3,VTS1,Y,Y,3L,,,0,
4571,2000,N00001659,Charles M Oberly III (D),D,DES1, , ,DN,,,0,0.0
4572,2000,N00006403,Sam Coppersmith (D),D,AZS2, , ,DN,,,0,0.0
4573,2000,N00000634,Jerry Labriola (R),R,CTS1, , ,RN,,,0,0.0
4574,2000,N00006445,Scott Grainger (L),L,AZS2, , ,3N,,,0,
4575,2000,N00000644,James G Boutelle (R),R,CTS1, , ,RN,,,0,
4576,2000,N00000633,Wildey J Moore (L),L,CTS1,Y,Y,3L,,,0,
4577,2000,N00002792,Mike Wiley (D),D,FLS1, , ,DN,,,100,100.0
4578,2000,N00005404,J Bennett Johnston (D),D,LAS1, , ,DN,,,0,0.0
4579,2000,N00007650,Paul Anthony Manner (3),3,HIS2, ,Y,3L,,,0,
4580,2000,N00007627,James Robert Deluze (R),R,HIS2, ,Y,RL,,,0,
4581,2000,N00003925,James Jontz (D),D,INS1, , ,DN,,,0,
4582,2000,N00003954,Carl J Marlinga (D),D,MIS2, , ,DN,,,0,0.0
4583,2000,N00000303,John R Lakian (R),R,MAS1, , ,RN,,,0,0.0
4584,2000,N00000286,Mitt Romney (R),R,MAS1, , ,RN,,,0,0.0
4585,2000,N00002001,William Brock (R),R,MDS1, , ,RN,,,0,
4586,2000,N00001997,John B Liston (D),D,MDS1, , ,DN,,,0,
4587,2000,N00004101,Jon E Coon (L),L,MIS2, , ,3N,,,0,
4588,2000,N00004098,Bob Carr (D),D,MIS2, , ,DN,,,0,0.0
4589,2000,N00004116,Joel Irving Ferguson (D),D,MIS2, , ,DN,,,0,0.0
4590,2000,N00009916,Oloveuse Scorpio Savior (D),D,MNS2, ,Y,DL,,,0,
4591,2000,N00004490,Douglas B Tenpas (I),I,MNS1, , ,3N,,,0,
4592,2000,N00004444,Herbert Mathias Dupaul (I),I,MNS2, , ,3N,,,0,
4593,2000,N00005210,Douglas E Jones (R),R,MOS1, , ,RN,,,0,
4594,2000,N00005016,Joseph A Schwan (R),R,MOS1, , ,RN,,,0,
4595,2000,N00003372,Jorja Pound Turnipseed (D),D,MSS2, , ,DN,,,0,
4596,2000,N00003276,Hiram Eastland (D),D,MSS2, , ,DN,,,0,
4597,2000,N00000775,Richard J Pezzullo (3),3,NJS1, ,Y,3O,,,0,
4598,2000,N00006521,William Morrow Turner (R),R,NMS1, , ,RN,,,0,
4599,2000,N00006615,Hal Furman (R),R,NVS1, , ,RN,,,0,0.0
4600,2000,N00006537,Robin Dozier Otten (R),R,NMS1, , ,RN,,,0,
4601,2000,N00001062,Bernadette Castro (R),R,NYS1, , ,RN,,,0,0.0
4602,2000,N00000972,Robert Eramo (R),R,NYS2, , ,RN,,,0,
4603,2000,N00005530,Dave McCurdy (D),D,OKS2, , ,DN,,,0,0.0
4604,2000,N00001621,Joseph P Watkins (R),R,PAS2, , ,RN,,,0,
4605,2000,N00009917,Kent Hance (R),R,TXS1, , ,RN,,,0,0.0
4606,2000,N00005678,Charles Ben Howell (R),R,TXS2, , ,RN,,,0,
4607,2000,N00005694,Michael Troy Mata (R),R,TXS2, , ,RN,,,0,0.0
4608,2010,N00000387,Ovide Lamontagne (R),R,NHS1, ,Y,RL,83641.0,466793.0,691126,140692.0
4609,2000,N00005908,C Sonny Payne (D),D,TXS2, , ,DN,,,0,
4610,2000,N00006025,Lottie Bolling Hancock (U),U,TXS2, , ,UN,,,0,
4611,2000,N00007019,Jake Garn (R),R,UTS2, , ,RN,,,0,
4612,2000,N00006359,Gary R Van Horn (3),3,UTS2, , ,3N,,,0,
4613,2000,N00000525,Gavin Terence Mills (I),I,VTS1, , ,3N,,,0,0.0
4614,2000,N00007874,Scott Langton Hardman (D),D,WAS1, , ,DN,,,0,0.0
4615,2000,N00007866,Michael Godfrey James (D),D,WAS1, , ,DN,,,0,0.0
4616,2000,N00000529,Bob Melamede (3),3,VTS2, , ,3N,,,0,
4617,2000,N00007859,Jesse C Sr Wineberry (D),D,WAS1, , ,DN,,,0,
4618,2000,N00007856,Blair C Henry (D),D,WAS1, , ,DN,,,0,
4619,2000,N00003013,Walter D Clark (R),R,ALS1, , ,RN,,,0,0.0
4620,2000,N00007835,Mike the Mover (3),3,WAS2, , ,3N,,,0,
4621,2000,N00007992,David W Cuddy (R),R,AKS1, , ,RN,,,0,0.0
4622,2000,N00004390,Cathy Susan Zeuske (R),R,WIS1, , ,RN,,,0,0.0
4623,2000,N00002202,Stan Klos (R),R,WVS1, , ,RN,,,0,0.0
4624,2000,N00003005,Natalie M Davis (D),D,ALS1, , ,DN,,,0,0.0
4625,2000,N00003072,Glen Browder (D),D,ALS1, , ,DN,,,0,0.0
4626,2000,N00003090,Frank McRight (R),R,ALS1, , ,RN,,,0,
4627,2000,N00008970,Sid McDonald (R),R,ALS2, , ,RN,,,0,
4628,2000,N00003003,James (Jimmy) Davis Blake (R),R,ALS1, , ,RN,,,0,0.0
4629,2000,N00005467,Winston Bryant (D),D,ARS2, , ,DN,,,0,0.0
4630,2000,N00005507,Lu Hardin (D),D,ARS1, , ,DN,,,0,
4631,2000,N00005487,Bill Wayne Bristow (D),D,ARS1, , ,DN,,,0,
4632,2000,N00005478,Sandy S McMath (D),D,ARS1, , ,DN,,,0,
4633,2000,N00007190,John Walton Spring (R),R,CAS1, , ,RN,,,0,
4634,2000,N00006106,Charles R Duke (R),R,COS2, , ,RN,,,0,
4635,2000,N00000008,Colin R J Bonini (R),R,DES2, , ,RN,,,0,
4636,2000,N00002723,Douglas P Ruska (R),R,FLS2, , ,RN,,,0,
4637,2000,N00002588,Hamilton Jordan (D),D,GAS2, , ,DN,,,0,
4638,2000,N00002680,Paul Collins Broun (R),R,GAS1, , ,RN,,,0,
4639,2000,N00006288,Walt Minnick (D),D,IDS1, , ,DN,,,0,0.0
4640,2000,N00006284,James A McClure (R),R,IDS1, , ,RN,,,0,0.0
4641,2000,N00000023,Leroy Corey (U),U,IAS2, , ,UN,,,0,0.0
4642,2000,N00002532,Clinton M Day (R),R,GAS1, , ,RN,,,0,0.0
4643,2000,N00004841,Ronald F Gibbs (D),D,ILS1, , ,DN,,,0,
4644,2000,N00005248,Sheila Frahm (R),R,KSS1, , ,RN,,,0,0.0
4645,2000,N00005241,Sally Thompson (D),D,KSS1, , ,DN,,,0,0.0
4646,2000,N00005271,Joan M Finney (D),D,KSS1, , ,DN,,,0,0.0
4647,2012,N00034464,Kurt Bills (R),R,MNS2,Y,Y,RL,93262.0,527364.0,974043,353417.0
4648,2000,N00004678,Jalil Ahmad (D),D,ILS1, , ,DN,,,0,
4649,2000,N00004670,Wayne S Kurzeja (R),R,ILS1, , ,RN,,,0,
4650,2000,N00003416,Barry Clark Metcalf (R),R,KYS2, , ,RN,,,0,
4651,2000,N00003423,Steven Beshear (D),D,KYS1, , ,DN,,,0,0.0
4652,2000,N00005350,Samuel B Nunez Jr (D),D,LAS2, , ,DN,,,0,0.0
4653,2000,N00005406,F Charles McMains Jr (R),R,LAS1, , ,RN,,,0,
4654,2000,N00005438,Sam Houston Melton Jr (D),D,LAS2, , ,DN,,,0,
4655,2000,N00000455,W John Hathaway (R),R,MES2, , ,RN,,,0,0.0
4656,2000,N00000197,Ronald A Levesque (I),I,MAS2, , ,3N,,,0,0.0
4657,2000,N00001872,Howard David Greyber (R),R,MDS1, ,Y,RL,,,0,
4658,2000,N00000499,Stephen M Bost (3),3,MES2, , ,3N,,,0,
4659,2000,N00012679,Barry Joel Hess II (L),L,AZS2, , ,3C,,,0,
4660,2000,N00012674,Eric Ruano-Melendez (D),D,NYS1, ,Y,DL,,,0,
4661,2000,N00005963,Michael Idrogo (3),3,TXS2, ,Y,3C,,,0,
4662,2000,N00007890,Warren E Hanson (R),R,WAS1, ,Y,RL,,,0,
4663,2000,N00004285,Eugene A Hem (I),I,WIS1,Y,Y,3L,,,0,
4664,2000,N00006229,Curtis E Meier (R),R,WYS2, , ,RN,,,0,0.0
4665,2000,N00006250,Malcolm Wallop (R),R,WYS1, , ,RN,,,0,0.0
4666,2000,N00006241,Kevin P Meenan (R),R,WYS2, , ,RN,,,0,
4667,2000,N00009073,Joseph A (Joe) Sonneman (D),D,AKS2, , ,DN,,,894,894.0
4668,2000,N00006245,Nimi McConigley (R),R,WYS2, , ,RN,,,0,
4669,2000,N00008015,William L (Bill) Hale (R),R,AKS2, , ,RN,,,0,
4670,2000,N00007995,Jeffery Gottlieb (3),3,AKS2, , ,3N,,,0,
4671,2000,N00007984,Scott A Kohlhaas (L),L,AKS2, , ,3N,,,0,
4672,2000,N00003038,Howell Heflin (D),D,ALS1, , ,DN,,,0,
4673,2000,N00003015,Bill Cabaniss (R),R,ALS2, , ,RN,,,0,
4674,2000,N00003037,Clayton Suddith (D),D,ALS2, , ,DN,,,0,0.0
4675,2000,N00001743,David Pryor (D),D,ARS1, , ,DN,,,0,0.0
4676,2000,N00005492,Joe Kenneth Hudson (R),R,ARS2, , ,RN,,,0,0.0
4677,2000,N00005461,Nate Coulter (D),D,ARS2, , ,DN,,,0,
4678,2000,N00005451,Ted Mullenix (R),R,ARS2, , ,RN,,,0,
4679,2000,N00005470,Thomas A Prince (R),R,ARS2, , ,RN,,,0,
4680,2000,N00006407,Edward McDonald Ranger Jr (D),D,AZS1, , ,DN,,,0,0.0
4681,2000,N00005508,Charley E Hefley (3),3,ARS2, , ,3N,,,0,
4682,2000,N00006495,David D E Fosca (D),D,AZS1, , ,DN,,,0,
4683,2000,N00006471,Rex Allen Warner (L),L,AZS1, , ,3N,,,0,
4684,2000,N00006450,Mark Healy (R),R,AZS1, , ,RN,,,0,
4685,2000,N00006503,Bill Reilly (I),I,AZS1, , ,3N,,,0,
4686,2000,N00007362,Leo T McCarthy (D),D,CAS2, , ,DN,,,0,0.0
4687,2000,N00007085,John Raymond Pinkerton III (D),D,CAS1, , ,DN,,,0,
4688,2000,N00007040,Susan Golding (R),R,CAS1, , ,RN,,,0,0.0
4689,2000,N00007052,Bert John Simmons (U),U,CAS1, , ,UN,,,0,
4690,2000,N00007554,Mark Robert Raus (R),R,CAS1, , ,RN,,,0,
4691,2000,N00007573,H Joseph Perrin Sr (3),3,CAS1, , ,3N,,,0,
4692,2000,N00007399,Linh Dao (R),R,CAS2, ,Y,RL,,,0,
4693,2000,N00006093,Kevin Swanson (3),3,COS1, , ,3N,,,0,0.0
4694,2000,N00006747,Brian M Rees (3),3,CAS2,Y,Y,3L,,,0,
4695,2000,N00006910,Ophie C Beltran (3),3,CAS1, , ,3N,,,0,
4696,2000,N00007513,Timothy R Erich (3),3,CAS1, , ,3N,,,0,
4697,2000,N00006195,Gilbert E Romero (D),D,COS1, , ,DN,,,0,
4698,2000,N00006117,David S Segal (L),L,COS1, , ,3N,,,0,
4699,2012,N00007364,Dianne Feinstein (D),D,CAS2,Y,Y,DW,1790736.0,4394349.0,6194096,9011.0
4700,2012,N00030619,Peg Luksik (R),R,PAS1, , ,RN,2000.0,-2866.0,4065,4931.0
4701,2012,N00031688,John Hoeven (R),R,NDS1, , ,RI,178723.0,130991.0,319621,9907.0
4702,2000,N00006133,Jeffrey Peckman (3),3,COS1, , ,3N,,,0,
4703,2000,N00008080,William Kozak (3),3,CTS1,Y,Y,3L,,,0,
4704,2000,N00000552,Lois A Grasso (3),3,CTS2, , ,3N,,,0,
4705,2012,N00005285,Pat Roberts (R),R,KSS1, , ,RI,670189.0,407140.0,1104176,26847.0
4706,2012,N00032546,Ron Johnson (R),R,WIS2, , ,RI,104146.0,356577.0,639972,179249.0
4707,2012,N00005395,Mary L. Landrieu (D),D,LAS1, , ,DI,772185.0,1963128.0,2769754,34441.0
4708,2012,N00001764,Richard G. Lugar (R),R,INS1, ,Y,RL,1709386.0,2032610.0,4011357,269361.0
4709,2012,N00004118,Debbie Stabenow (D),D,MIS2,Y,Y,DW,3174862.0,4332510.0,9210977,1703605.0
4710,2012,N00001489,Pat Toomey (R),R,PAS1, , ,RI,781580.0,1732581.0,3006678,492517.0
4711,2000,N00009927,Ezell Harris Jr (R),R,FLS1, ,Y,RN,,,0,
4712,2012,N00006561,Tom Udall (D),D,NMS2, , ,DI,244760.0,405012.0,750008,100236.0
4713,2000,N00002574,Bert A Loftman (L),L,GAS2, , ,3N,,,0,0.0
4714,2000,N00007621,Maria M Hustace (R),R,HIS2, , ,RN,,,0,
4715,2000,N00007660,Arvid Tadao Youngquist (D),D,HIS1, , ,DN,,,0,
4716,2000,N00007675,Richard Thompson (D),D,HIS1, , ,DN,,,0,
4717,2000,N00007644,Randolph Amen (R),R,HIS1, , ,RN,,,0,
4718,2000,N00007612,Jay Friedheim (R),R,HIS1, , ,RN,,,0,0.0
4719,2000,N00007655,Harry J Friel (R),R,HIS2, ,Y,RL,,,0,
4720,2000,N00007608,Stuart Gregory (R),R,HIS1, , ,RN,,,0,
4721,2000,N00007667,William F Sink (R),R,HIS1, , ,RN,,,0,
4722,2000,N00007662,Crystal Young (R),R,HIS1, , ,RN,,,0,
4723,2000,N00007620,Lloyd Mallan (L),L,HIS2,Y,Y,3L,,,0,
4724,2000,N00007672,J Turner Brown (3),3,HIS1, , ,3N,,,0,
4725,2012,N00033076,Mike Haridopolos (R),R,FLS1, ,Y,RN,132220.0,2321246.0,2490834,37368.0
4726,2012,N00033075,Susan Bysiewicz (D),D,CTS1, ,Y,DL,15850.0,1969630.0,2223725,238245.0
4727,2000,N00004897,Michael Patrick Flanagan (R),R,ILS2, , ,RN,,,0,0.0
4728,2000,N00004677,Rhys Read (L),L,ILS2, , ,3N,,,0,0.0
4729,2000,N00004688,Raymond W Stalker (3),3,ILS2, , ,3N,,,125,125.0
4730,2000,N00003760,John F Wickes Jr (D),D,INS1, , ,DN,,,0,
4731,2000,N00003740,Peter Rusthoven (R),R,INS1, ,Y,RN,,,0,0.0
4732,2000,N00003884,Rebecca Sink-Burris (L),L,INS2, , ,3N,,,0,
4733,2000,N00005258,Nancy Landon Kassebaum (R),R,KSS1, , ,RN,,,0,
4734,2000,N00005257,Todd Covault (D),D,KSS2, , ,DN,,,0,
4735,2000,N00005239,Alvin Bauman (3),3,KSS2, , ,3N,,,0,
4736,2000,N00003396,Charles Owen (D),D,KYS2, , ,DN,,,0,
4737,2000,N00003402,James Henry (Jim) Brown (D),D,KYS2, , ,DN,,,0,
4738,2000,N00003412,Ken Buchanan Thompson (D),D,KYS2, , ,DN,,,0,
4739,2000,N00000971,Charles R Arbegust (3),3,KYS2, , ,3N,,,0,
4740,2000,N00005362,Raymond Brown (3),3,LAS2, , ,3N,,,0,
4741,2000,N00005355,Jeffrey H Diket (3),L,LAS2, , ,3N,,,0,
4742,2000,N00001862,Robin Ficker (R),R,MDS1, ,Y,RL,,,2608,2608.0
4743,2000,N00001938,E Robert Zarwell (R),R,MDS2, , ,RN,,,0,0.0
4744,2000,N00005429,L D (Nota) Knox sr (3),3,LAS2, , ,3N,,,0,
4745,2000,N00001962,Thomas L Scott (R),R,MDS2, , ,RN,,,0,
4746,2000,N00001914,Fred Michael Gloth III (R),R,MDS2, , ,RN,,,0,
4747,2000,N00001943,George W Liebmann (R),R,MDS2, , ,RN,,,0,
4748,2012,N00004367,Tammy Baldwin (D),D,WIS1,Y,Y,DW,5029162.0,7599157.0,18855954,6227635.0
4749,2012,N00034582,Charlie Summers (R),R,MES1,Y,Y,RL,620769.0,574762.0,1284043,88512.0
4750,2012,N00002807,Dave Weldon (R),R,FLS1, ,Y,RL,31209.0,149775.0,220238,39254.0
4751,1992,N00011394,Don Allensworth (D),D,MDS2, , ,DL,,,0,
4752,2014,N00002656,Jack Kingston (R),R,GAS1, , ,RO,2386911.0,4858809.0,7592801,347081.0
4753,2000,N00001948,Kauko H Kokkonen (D),D,MDS2, , ,DN,,,0,
4754,2000,N00001899,Ann L Mallory (D),D,MDS2, , ,DN,,,0,
