,cycle,id,candidate_name,party,state,current_candidate,cycle_candidate,recip_code,raised_from_pacs,raised_from_individuals,raised_total,raised_unitemized
8678,2000,N00012812,Duane Sand (R),R,NDS2,Y,Y,RL,68708.0,176993.0,245701,
8679,2002,N00000245,John Kerry (D),D,MAS2,Y,Y,DW,2669345.0,6022491.0,8691836,
8680,2002,N00003583,George V Voinovich (R),R,OHS2, , ,RI,320602.0,1343330.0,1663932,
8681,2002,N00002061,John W Warner (R),R,VAS2,Y,Y,RW,979525.0,1184543.0,2164068,
8682,2002,N00024894,James D Oberweis (R),R,ILS1, ,Y,RL,22000.0,225152.0,247152,
8683,2002,N00025844,Ray Tricomo (3),3,MNS1,Y,Y,3L,2.0,850.0,852,
8684,2004,N00006424,John McCain (R),R,AZS1,Y,Y,RW,653089.0,1739100.0,2392189,
8685,2004,N00004583,Tom Daschle (D),D,SDS1,Y,Y,DL,3970843.0,11256579.0,15227422,
8686,2004,N00009086,Gary A Franks (R),R,CTS2, , ,RN,1000.0,1000.0,2000,
8687,1992,N00005581,James R Jones (D),D,OKS1, , ,DN,,,0,
8688,2004,N00025018,Jack A Blossman Jr (R),R,LAS1, , ,RN,375.0,,375,
8689,2008,N00027990,Erik Fleming (D),D,MSS1,Y,Y,DL,13886.0,250.0,14136,
8690,2008,N00003329,Trent Lott (R),R,MSS2, , ,RI,200300.0,,200300,
8691,2010,N00032060,Warren P. Brown (I),I,OHS2,Y,Y,3L,2000.0,,2000,
8692,1992,N00007441,Eldridge Cleaver (R),R,CAS1, , ,RN,,,0,
8693,2010,N00029201,Jim Hannan (D),D,NMS2, , ,DN,1000.0,,1000,
8694,1992,N00004370,Syed Ameen (I),I,WIS2, , ,3N,,,0,
8695,2010,N00009775,Michael N. Castle (R),R,DES2, , ,RL,1127039.0,1582906.0,2709945,
8696,2010,N00032555,Joe Miller (R),R,AKS2,Y,Y,RL,2081314.0,1718020.0,3799334,
8697,1992,N00007283,Elijah Anderson Omega (I),I,CAS1, , ,3L,,,0,
8698,1992,N00004285,Eugene A Hem (I),I,WIS2, , ,3N,,,0,
8699,1992,N00002996,Jim Folsom Jr (D),D,ALS2, , ,DN,-2000.0,,-2000,
8700,1992,N00007985,Arthur Kennedy (R),R,AKS2, , ,RN,,,0,
8701,1992,N00007983,Clark Gruening (D),D,AKS2, , ,DN,,,0,
8702,1992,N00000115,Morris Thompson (R),R,AKS2, , ,RN,,,0,
8703,1992,N00006409,Frank J De Paoli Jr (D),D,AZS1, , ,DN,,,0,
8704,1992,N00006842,Rayburn Demara Hanzlik (R),R,CAS1, , ,RN,,,0,
8705,1992,N00006786,Paul B Carpenter (D),D,CAS2, , ,DN,,,0,
8706,1992,N00011340,Mack Mattingly (R),R,GAS2, , ,RN,-250.0,,-250,
8707,1992,N00006205,Howard Hollis Callaway (R),R,COS1, , ,RN,,,0,
8708,1992,N00006212,David Paul Grace (D),D,COS2, , ,DN,,,0,
8709,1992,N00000564,James L Buckley (R),R,CTS2, , ,RN,,,0,
8710,1992,N00002794,Paula Hawkins (R),R,FLS2, , ,RN,,,0,
8711,1992,N00006275,David W Shepherd (D),D,IDS2, , ,DL,,,0,
8712,1992,N00006282,Jim Jones (R),R,IDS1, , ,RN,,,0,
8713,1992,N00004931,Richard E Carver (R),R,ILS2, , ,RN,,,0,
8714,1992,N00000009,Philip M Burke (U),U,ILS1, , ,UN,,,0,
8715,1992,N00005249,William R Sr Roy (D),D,KSS1, , ,DN,,,0,
8716,1992,N00005387,Nick J Accardo (D),D,LAS2, ,Y,DL,,,0,
8717,1992,N00005415,Willie Singleton (D),D,LAS1, , ,DN,,,0,
8718,1992,N00001900,V Dallas Merrell (R),R,MDS1, , ,RN,,,0,
8719,1992,N00001976,Robert L Douglass (D),D,MDS2, , ,DN,,,0,
8720,1992,N00001727,Robert Spencer Oliver (D),D,MDS2, , ,DN,,,0,
8721,2012,N00030840,Michael Mentzer (R),R,PAS1, , ,RN,250.0,,250,
8722,1992,N00004499,Todd H Otis (D),D,MNS1, , ,DN,,,0,
8723,1992,N00004497,Robert Arthur Olson (D),D,MNS1, , ,DN,,,0,
8724,1992,N00004488,Elmer Joseph Hankes (U),U,MNS1, , ,UN,,,0,
8725,1992,N00004601,Mark Andrews (R),R,NDS1, , ,RN,,,0,
8726,1992,N00000405,George B Roberts (R),R,NHS1, , ,RN,,,0,
8727,1992,N00000385,Edward B Hager (R),R,NHS1, , ,RN,,,0,
8728,1992,N00000905,Daniel Z Seyler (D),D,NJS2, , ,DN,,,0,
8729,1992,N00006604,Samuel Melmon Cavnar (R),R,NVS1, , ,RN,,,0,
8730,1992,N00000938,John Vliet Lindsay (D),D,NYS2, , ,DN,,,0,
8731,1992,N00001136,James E Eagan (R),R,NYS2, , ,RN,,,0,
8732,2012,N00029016,Al Franken (D),D,MNS1, , ,DI,231159.0,1186836.0,1417995,
8733,1992,N00000929,Bess Myerson (D),D,NYS2, , ,DN,,,0,
8734,1992,N00011341,Robert Hudson (U),U,NYS2, , ,UL,,,0,
8735,1992,N00003578,James E Betts (R),R,OHS2, , ,RN,,,0,
8736,1992,N00005595,Virginia Jenner (D),D,OKS2, , ,DN,,,0,
8737,1992,N00007782,Ted Kulongoski (D),D,ORS2, , ,DN,,,0,
8738,1992,N00007686,Brenda M Jose (R),R,ORS2, , ,RN,,,0,
8739,1992,N00007757,Jack Sumner (D),D,ORS2, , ,DN,,,0,
8740,1992,N00011343,Randy Prince (R),R,ORS2, , ,RL,,,0,
8741,1992,N00001544,Peter Liacouras (U),U,PAS1, , ,UN,,,0,
8742,1992,N00001383,Pete Flaherty (D),D,PAS1, , ,DN,,,0,
8743,1992,N00001548,Thomas J Anderson (D),D,PAS1, , ,DN,,,0,
8744,1992,N00001556,John J Logue (D),D,PAS2, , ,DN,,,0,
8745,1992,N00001574,Steven J Goodman (D),D,PAS1, , ,DL,,,0,
8746,1992,N00001736,Marshall Mays (R),R,SCS1, , ,RN,,,0,
8747,1992,N00004575,James Abdnor (R),R,SDS1, , ,RN,,,0,
8748,1992,N00005836,Harley Claude Schlanger (D),D,TXS1, , ,DN,,,0,
8749,1992,N00000125,Mark Yatrofsky (U),U,VAS2, , ,UN,,,0,
8750,1992,N00000526,Robert L Schuettinger (R),R,VTS2, , ,RN,,,0,
8751,1992,N00008958,James Sherwood Stokes (D),D,WAS2, , ,DN,,,0,
8752,1992,N00007821,Lloyd Cooney (R),R,WAS1, , ,RN,,,0,
8753,1992,N00004292,Edmond E Hou Seye (D),D,WIS2, , ,DL,,,0,
8754,1992,N00007986,Jed Whittaker (U),U,AKS2, , ,UL,,,0,
8755,1992,N00003074,Frank Ross Mrs Stewart (D),D,ALS2, , ,DL,,,0,
8756,1992,N00011345,Jerome Shockley (L),L,ALS2,Y,Y,3L,,,0,
8757,1992,N00011347,Gerhard Langguth (L),L,ARS2, , ,3L,,,0,
8758,1992,N00006410,Pete Dunn (R),R,AZS2, , ,RN,,,0,
8759,1992,N00006440,Kevin Len Marshall (D),D,AZS1, , ,DL,,,0,
8760,1992,N00006393,Robert Lynden Howarth (R),R,AZS1, , ,RL,,,0,
8761,1992,N00006500,Kiana Delamare (L),L,AZS1,Y,Y,3L,,,0,
8762,1992,N00007297,Daniel K Whitehurst (D),D,CAS2, , ,DN,,,0,
8763,1992,N00007059,Roger C Ryan (R),R,CAS1, , ,RL,,,0,
8764,1992,N00007283,Elijah Anderson Omega (I),I,CAS1, , ,3L,,,0,
8765,1992,N00007001,Peter Raymond O'Rourke (D),D,CAS1, , ,DL,,,0,
8766,1992,N00007290,Richard A (Rick) Deeter (R),R,CAS1, , ,RL,,,0,
8767,1992,N00011351,Roger Earl Craft (I),I,CAS2, , ,3L,,,0,
8768,1992,N00007393,David Blackburn Kearns (D),D,CAS2, ,Y,DL,,,0,
8769,1992,N00007387,Isaac Park Yonker (R),R,CAS1, , ,RL,,,0,
8770,1992,N00007465,Jerome McCready (3),3,CAS1,Y,Y,3L,,,0,
8771,1992,N00011352,Shirley Lee (3),3,CAS1, , ,3L,,,0,
8772,1992,N00011353,Genevieve Torres (3),3,CAS1,Y,Y,3L,,,0,
8773,1992,N00006659,Paul Meeuvenberg (3),3,CAS2,Y,Y,3L,,,0,
8774,1992,N00007241,Gerald Horne (3),3,CAS2,Y,Y,3L,,,0,
8775,1992,N00011354,Jaime (jim) Mangia (3),3,CAS2, , ,3L,,,0,
8776,1992,N00011355,Margaret Bohannon-Kaplan (U),U,CAS2, , ,UL,,,0,
8777,1992,N00007060,James William James (U),U,CAS1, , ,UL,,,0,
8778,1992,N00007498,Jerry Leon Carroll (I),I,CAS2,Y,Y,3L,,,0,
8779,1992,N00006108,Michael D Murray (I),I,COS1, , ,3L,,,0,
8780,1992,N00011359,Dan Winters (I),I,COS1,Y,Y,3L,,,0,
8781,1992,N00011360,Richard O Grimes (3),3,COS1,Y,Y,3L,,,0,
8782,2014,N00035371,Greg Brannon (R),R,NCS1, ,Y,RL,213765.0,510612.0,724377,
8783,1992,N00007498,Jerry Leon Carroll (I),I,CAS2, , ,3L,,,0,
8784,1992,N00003224,Charles Gordon Vick (D),D,TNS2, , ,DN,,,0,
8785,1992,N00007869,King Lysen (I),I,WAS1, , ,3N,,,0,
8786,1992,N00007904,Gene David Hart (D),D,WAS2, , ,DL,1178.0,,1178,
8787,1992,N00003596,Howard M Metzenbaum (D),D,OHS1, , ,DI,24.0,,24,
8788,1990,N00004443,Paul Wellstone (D),D,MNS1,Y,Y,DW,461792.0,261410.0,723202,
8789,1992,N00011445,Joseph (Joe) Henr Walkenhauer (D),D,WAS2, , ,DL,,,0,
8790,1992,N00011446,John Deselms Borah (D),D,WAS2, , ,DL,,,0,
8791,1992,N00011447,Red Ryder (D),D,WAS2, , ,DL,,,0,
8792,1992,N00011448,Jeffrey Brian Venezia (D),D,WAS2, , ,DL,,,0,
8793,1992,N00011449,Lapriel C Barnes (I),I,WAS2, , ,3L,,,0,
8794,1992,N00011451,Mark Severs (3),3,WAS2, , ,3L,,,0,
8795,1992,N00004348,Paul Thomas Brewer (R),R,WIS1, , ,RN,,,0,
